,0,1
113,14,7.514470809800015
114,12,6.93897676852441
115,12,7.280610486897117
116,13,7.977063287966306
117,12,7.106476053868849
118,10,7.142574708869053
119,11,7.23368517017596
120,10,6.727859073824082
121,11,7.218407193368522
122,13,6.631268010792066
123,13,7.16980061760841
124,11,7.043016218086668
125,11,7.202659899062088
126,9,7.740692730757514
127,13,7.892659696980747
128,11,6.054370149441127
129,14,7.836510853382625
130,13,6.964200299896335
131,11,5.997263879567473
132,12,7.247755133038507
133,13,7.574414138302386
134,13,7.967871535447837
135,13,6.40704780321013
136,11,7.314917538197139
137,9,7.762120861338049
138,11,7.3142851930229895
139,12,8.228201671269455
140,12,8.251379666592552
141,13,8.286295484638629
142,9,9.185325360494687
143,13,8.321659591737546
144,13,8.363098612945294
145,13,8.084424851039232
146,13,7.463302741966574
147,10,7.548040734645306
148,10,8.443945173106075
149,9,7.915207081930589
150,9,8.14027128440028
151,9,7.749740389676907
152,9,7.605843209398978
153,9,8.158414462034866
154,9,8.110701406119864
155,9,7.8499656996107525
156,9,7.413052219857969
157,9,8.001921054974904
158,9,7.840628141262471
159,9,7.560866303474631
160,9,8.102823132065831
161,9,8.664830612163849
162,9,7.915223908580018
163,10,9.023391389442324
164,11,7.350307160038085
165,10,7.98496103075793
166,9,8.401674331396537
167,9,8.704847218408196
168,10,8.064230251605329
169,11,7.097268379051796
170,12,7.67148918267826
171,11,7.339383582977372
172,9,8.674722509785473
173,9,7.969640127831994
174,9,7.9077148005570965
175,12,7.674574397838161
176,12,7.6808737551365285
177,9,7.678890501847073
178,10,8.377419450898834
179,9,8.370944052050259
180,9,8.702142125272571
181,9,7.84458899019029
182,9,8.30483180626144
183,9,7.858827339927418
184,9,7.744428155556394
185,9,7.993977686928334
186,9,8.657604361275029
187,9,8.331441651359023
188,11,6.855320138527272
189,9,8.68931392967346
190,9,7.8595687246167225
191,12,7.868020908784301
192,13,6.959859193929553
193,13,6.605842868667721
194,13,6.598360384516438
195,11,8.052854867276084
196,13,6.597567301723512
197,11,5.956652136833875
198,13,6.402233593851786
199,13,6.836915059521448
200,13,6.82938382292614
201,11,6.313905937395621
202,13,6.418640566412458
203,12,7.853760700596979
204,12,6.836037230373882
205,13,7.274984574271568
206,3,7.741252933739769
207,3,7.815091774442511
208,3,7.2090639543833746
209,2,10.130204353900757
210,5,8.411170102694696
211,3,7.639567042266659
212,5,8.50845868286232
213,6,8.518654563795858
214,5,8.7213707710345
215,4,7.4746809170151485
216,3,8.354352099999716
217,2,11.337193738901652
218,3,7.499050017897179
219,5,8.663728213642582
220,3,8.161129701615398
221,2,8.220239678616272
222,2,8.504251629390856
223,3,7.7102817084149
224,2,8.600682084215782
225,2,9.729863791366276
226,3,8.50120026236166
227,5,7.745542580233028
228,5,8.453232971999945
229,2,11.352644896170494
230,3,7.9411989638192
231,4,7.852031946717177
232,2,9.810878154632695
233,3,7.672345596023916
234,5,7.729912450889606
235,2,10.155639089641133
236,3,8.606309516488086
237,2,9.960408467180065
238,3,8.562760758125407
239,3,7.643584299331781
240,2,8.540823133541656
241,3,7.818279193544772
242,2,10.04479212138195
243,3,8.550606814859869
244,5,8.714440330496199
245,5,8.267556372276253
246,3,7.874315681104662
247,2,10.124159676079008
248,5,7.720029313270121
249,5,8.760133484256835
250,2,10.20152860900439
251,3,7.641959659006101
252,2,8.355827443328996
253,3,7.918907806673982
254,3,7.2133710805112905
255,5,8.73646343313188
256,3,8.433132429479027
257,3,8.509765270390439
258,3,8.594600486339832
259,3,8.63672797744557
260,3,8.862459282300108
261,3,8.852731517177467
262,5,8.800925302496232
263,6,8.677753298268138
264,2,10.058237843453858
265,2,10.08833062539822
266,2,9.992289713028716
267,5,8.295746984572808
268,2,7.055862021816813
269,2,7.117074202773457
270,2,10.191631500000218
271,2,9.615805997028522
272,2,9.840544365535996
273,2,10.621031260911357
274,5,7.914714368434225
275,5,8.292099590488657
276,5,8.28161558779092
277,5,8.249303772000031
278,5,8.082315371999917
279,1,5.917536093012153
280,5,7.909244978487852
281,1,5.458549236045219
282,2,11.388690449922839
283,5,7.779358053316818
284,3,8.584699299999865
285,5,8.31555653118384
286,5,8.39099038394043
287,5,8.113235572341841
288,3,8.146649269999607
289,1,11.778784587178443
290,1,11.667577502486811
291,3,11.923578835573934
292,1,11.705879590477853
293,14,7.850960353666629
294,16,7.9371225877809195
295,14,7.318149556627613
296,16,7.821440803972648
297,16,7.768120415213982
298,12,6.628915453526726
299,13,6.8468247057864815
300,14,7.349984870288085
301,13,6.925344683526125
302,13,6.910568328514151
303,13,6.853849824002963
304,13,7.239192241661264
305,15,7.596452186258662
306,13,6.895884162084058
307,13,6.951908464522857
308,13,6.924781865215342
309,13,6.891452247692399
310,13,6.894425405468291
311,14,6.939845493355099
312,13,6.910558489392251
313,13,6.658471768136667
314,15,7.18423183070819
315,13,7.352942311930158
316,14,7.19598996343368
317,14,7.066992348931674
318,15,7.311114650060146
319,15,7.1412316121293
320,12,6.402169629231939
321,13,7.017436709632658
322,13,6.688654324255646
323,15,7.634573041050524
324,14,7.376598651399693
325,13,7.010725112141929
326,12,6.80977663094965
327,13,6.8686801001946
328,12,6.846792347695582
329,13,7.658979453179703
330,16,7.375934043749851
331,13,6.815770566435126
332,13,6.89712564603673
333,15,7.1359828713720175
334,13,7.362786171003629
335,15,7.1833316999999655
336,13,6.735991589916501
337,16,7.4015184759126855
338,14,6.942412303094307
339,16,7.9022007150052325
340,16,7.70465210934643
341,16,7.673308162694421
342,15,7.284132449031528
343,15,7.112223422735312
344,13,6.874273607549833
345,13,6.863727930989558
346,16,7.384224144970043
347,13,6.526972050000056
348,15,7.074968474488285
349,13,6.964275840988222
350,14,7.036055452186134
351,12,6.060869633185274
352,13,6.930151388182063
353,14,6.962007372856998
354,13,7.449946283051928
355,16,7.788811024544829
356,13,6.677509952868427
357,13,7.483496736380713
358,16,7.416056830033063
359,16,7.8970635444887805
360,13,7.4342979133102345
361,13,6.486559533379493
362,12,6.123618328243748
363,13,6.891589149439812
364,16,7.662634433251906
365,13,6.492896281167023
366,16,7.6735062460603185
367,12,6.28753662777918
368,16,7.655914991540033
369,12,6.083037237429548
370,16,7.963324885333034
371,16,7.92415305285915
372,11,5.548824072828055
373,16,7.895524657505821
374,14,7.565307800006236
375,11,5.481071637062293
376,14,6.751360294285694
377,12,6.01193806250019
378,12,6.153934242433519
379,16,7.942631091077118
380,13,6.9286071205552195
381,12,6.054996611325461
382,14,7.436181587421764
383,16,7.922097841855733
384,13,7.130678482417644
385,16,8.013727533949666
386,14,7.206275546694103
387,14,7.2889854303756945
388,16,7.914794170301371
389,14,7.307356454462362
390,12,6.253304408812607
391,13,6.595632682824106
392,16,7.412823420932725
393,13,6.594830579175957
394,12,6.202220027246778
395,16,7.420604402788285
396,15,7.180612027748513
397,13,6.4046677141605235
398,13,6.436357374048109
399,5,7.418408654935341
400,5,6.61324909837929
401,4,5.3802521387253535
402,4,5.025055287935549
403,6,8.277964844186387
404,6,7.225724481527131
405,4,6.082177866756165
406,4,6.16451665155812
407,4,6.129124253666607
408,4,5.639802140182976
409,4,5.977737202535469
410,5,6.684327149222419
411,6,7.885641513074214
412,7,7.002993888063585
413,7,7.825233039897726
414,4,4.975987917778218
415,4,6.010641644155516
416,6,6.717515318083024
417,6,6.818899458249852
418,4,5.460328856458993
419,5,7.70563443303859
420,5,6.43869491022455
421,5,6.602512511591975
422,7,6.664980671154379
423,7,7.786213022926725
424,7,7.283921987116556
425,7,7.8518516727131065
426,4,4.935279310000524
427,7,7.6634730729418115
428,7,6.662683633226717
429,4,6.124559198494328
430,4,4.74664915499981
431,7,6.664613084601896
432,7,7.1786897377208865
433,6,6.888506352714003
434,5,6.122183109425125
435,7,7.808571500850621
436,4,6.153761112942075
437,6,6.957611930249293
438,4,5.076837061792547
439,5,6.892382472271935
440,4,6.220317524445225
441,5,7.638182141940526
442,5,6.5839943862839005
443,4,5.495640350127644
444,7,6.665106492537328
445,4,5.36444830677582
446,7,7.698522208853079
447,6,8.06152440062951
448,4,4.934023434347884
449,7,7.9498239203803145
450,7,7.072941784329513
451,6,7.0766986318984415
452,7,6.663575884704735
453,4,5.692606743646799
454,7,7.415595526673613
455,4,5.026286340599842
456,5,8.494177560403426
457,7,6.661072409589941
458,7,7.378970149985643
459,6,7.251893586881021
460,4,4.6440956189927185
461,4,5.270440663829504
462,7,7.154150955860152
463,4,4.570894003383286
464,7,6.558640139153745
465,5,6.503274882000209
466,5,6.893687516428033
467,6,6.996563892699815
468,6,7.1421908494944155
469,5,6.62183992155206
470,6,7.061667739375942
471,5,6.607009091383823
472,3,6.77862865999931
473,4,6.408367680947265
474,4,6.285734971720185
475,6,7.242248420641982
476,6,7.255741147999412
477,6,7.203936772451009
478,6,6.879816118330304
479,9,7.097182483426768
480,9,7.085006226909698
481,10,7.6140783728100265
482,12,8.028713801406738
483,9,7.098948412663587
484,9,7.086764263831226
485,9,7.10049973285792
486,9,7.101910402795193
487,13,7.782609030944693
488,10,7.5381314121417935
489,9,7.098833333375725
490,9,7.100457007249276
491,9,7.097119273688696
492,9,7.1015987707866
493,9,7.097215627195458
494,13,7.4975926635822505
495,12,8.024907716650038
496,12,8.013774082868174
497,9,7.560881823669758
498,11,7.74324424715453
499,9,7.083642621089718
500,13,8.380559899556632
501,12,6.892087364597875
502,11,8.173683943469383
503,13,8.189935152446923
504,9,7.072563141445107
505,9,7.099896668764218
506,9,7.735192180526111
507,9,7.891282128525844
508,11,8.189525198781995
509,9,7.997021324208031
510,9,7.816849038064261
511,7,6.603468735380597
512,7,6.563066495581723
513,7,6.600974560027494
514,8,6.824087609651303
515,7,6.9209253446412005
516,7,6.918394003562655
517,7,7.057121845713795
518,7,6.692358673954237
519,7,6.5981476805854005
520,8,7.227030441549043
521,7,6.9137912503140555
522,7,6.601062984739405
523,7,6.9152528269393425
524,7,6.926072343145182
525,7,6.912315418066305
526,7,6.731816245350294
527,7,6.894727323344287
528,7,7.028365458386416
529,7,6.552445411350575
530,7,6.60189838135359
531,7,6.710686035679016
532,7,6.67234002054955
533,7,6.8908901533001075
534,7,7.080019377995932
535,7,6.356874095605664
536,7,6.770493997105046
537,7,6.606846026001841
538,7,7.019428609652206
539,7,6.618928760718626
540,7,6.910908233136495
541,7,6.5463497096664405
542,7,6.593435956201258
543,7,6.634910317950378
544,7,6.957796703375378
545,7,6.704496067760906
546,7,6.727396045712741
547,7,6.7105448083774055
548,13,6.928680274223262
549,13,7.019137014340625
550,13,7.686492468215346
551,7,7.058174759999646
552,7,6.928951153685512
553,7,6.770831767381212
554,7,6.753495858498718
555,7,7.008222224514631
556,7,6.213022311385256
557,7,6.7665224802338
558,7,6.600832443079337
559,7,6.91935319970605
560,7,6.641649632825356
561,8,7.252154451214366
562,7,7.154604265714593
563,7,7.964816962410085
564,7,6.688670136729422
565,7,6.289179141278318
566,7,8.002141835445642
567,8,6.520260658639617
568,9,7.101851694668952
569,9,7.6949210650645306
570,10,8.037349099234525
571,1,7.0000520798468315
572,1,7.330820153099328
573,1,8.658784476556352
574,1,7.626497105193952
575,1,9.266435917470051
576,1,9.494721160999841
577,1,8.921832128318187
578,1,8.663280155591892
579,1,10.321113000000029
580,1,9.13354390351147
581,1,9.112349008503589
582,1,9.1162284484977
583,1,8.932500719088083
584,1,9.815473940877897
585,1,10.101928359011268
586,1,10.15277022818017
587,1,8.989112999999584
588,1,8.046853285506845
589,1,9.969686893636776
590,1,10.011702488983335
591,1,10.822395277750296
592,1,12.430112999999452
593,1,9.97417139999996
594,1,9.716989112325315
595,1,10.078202400227774
596,1,10.830223865655558
597,1,11.065830749285244
598,1,11.701698970519946
599,1,9.355845956095123
600,1,9.255728463484598
601,1,10.425921902083456
602,1,9.331678186914765
603,1,9.231306998453395
604,1,10.51936724612644
605,8,8.632372667269346
606,5,7.181961830588095
607,4,6.443318737649669
608,3,6.104977976234874
609,8,8.493678509962068
610,9,9.001984415962525
611,3,5.865766033518465
612,3,5.502741514629804
613,3,5.798614025423674
614,4,6.502574047939179
615,3,5.443314117338215
616,3,5.149543067397627
617,7,8.496391611428855
618,9,8.699922488614591
619,8,8.443839554698586
620,9,8.668833356172065
621,8,8.498846303128522
622,8,8.119337055036642
623,9,8.702151093990413
624,9,8.659695709992794
625,7,8.48098787507818
626,7,8.477843668037691
627,4,6.13945705388686
628,4,6.2545945540502075
629,9,8.690719980013137
630,8,8.515758069547962
631,3,6.324487084363653
632,3,5.166503774875711
633,3,6.395510256582771
634,9,8.680088941712862
635,3,5.911044634357658
636,3,6.229597437654995
637,9,8.671626120776013
638,7,8.463044362028924
639,10,7.56039787655767
640,3,5.928940950368467
641,4,6.745279878346839
642,9,8.702301982874344
643,4,7.140711988125185
644,3,6.498826276706936
645,4,6.728501319182454
646,3,5.536350675916072
647,3,5.863053059312389
648,7,8.51666256487419
649,4,6.669054646110247
650,3,6.0661979030996775
651,4,6.635611123428324
652,4,6.834665304977831
653,3,6.49669716999912
654,3,6.3028982440468155
655,3,6.528803523349271
656,3,5.305185328937917
657,4,6.23393891249464
658,3,5.434516442119399
659,10,7.536373674782171
660,10,7.375218618006383
661,3,6.036051141602606
662,9,7.512739058171374
663,4,6.7332194263361576
664,4,6.869361531661879
665,9,7.412785940977203
666,10,7.521162770323519
667,10,8.04640199416196
668,10,8.364814724850117
669,11,8.377588470129007
670,10,8.043188385102987
671,11,8.286064654148703
672,10,7.738778244423857
673,9,8.449448695048906
674,10,7.62363352013695
675,11,8.271734444646146
676,11,8.42959874463591
677,10,8.367889263820313
678,10,7.527528877709558
679,12,7.745807375292059
680,11,8.058217668843188
681,10,7.282580453799109
682,12,7.685628252814349
683,10,7.503830698690835
684,10,7.444675983000148
685,9,7.29799426341601
686,7,7.2684532470436825
687,12,7.559659968869199
688,10,8.35535701778344
689,7,8.09146215347884
690,8,7.287538674206402
691,10,7.204596645481934
692,10,7.523014870248787
693,10,7.51163525310993
694,10,7.718587308237663
695,12,6.884257559886404
696,10,7.692287440098939
697,9,7.332500919521006
698,10,7.865888687801838
699,9,7.249014468534706
700,11,8.103211228955093
701,10,7.69960444532291
702,10,7.619312019162709
703,10,7.658497846858254
704,10,7.655360422474243
705,3,6.115546174931232
706,3,6.533611031307689
707,2,3.5472431382078575
708,2,3.6591520490150913
709,2,6.091920100128913
710,2,6.465718937050472
711,2,5.8370978513265115
712,2,6.504401340005739
713,2,4.886095685618653
714,2,5.706184388695078
715,2,5.856831023315511
716,2,3.53737892961745
717,2,6.246587493268926
718,2,6.516283242025217
719,2,6.113720632348183
720,2,6.288238126542357
721,2,6.533276153139738
722,2,6.041600487390156
723,2,3.637594448586057
724,2,6.4448223912953715
725,2,6.5179989635736995
726,2,6.133608370243188
727,2,3.610347515150714
728,2,3.6169890600233394
729,7,8.638920895721693
730,3,6.200030543261466
731,2,3.938973204306045
732,3,6.419223887942316
733,2,6.666820654551582
734,9,7.936285382416038
735,8,8.66521474708842
736,2,3.625969561990658
737,9,9.01000692898109
738,9,9.082172889598553
739,9,9.03527555666686
740,2,4.34632515637885
741,7,8.387616595081816
742,2,4.061525851041107
743,9,8.89855862868571
744,8,8.970437020502926
745,8,8.497335574532903
746,8,8.497565993247443
747,8,8.486439539902738
748,2,6.403673254113762
749,2,6.345471800783621
750,8,8.314222116522492
751,10,6.9884838314925695
752,11,7.232203768635678
753,11,7.3421886620554835
754,11,7.275229480070736
755,12,7.3189617620031
756,11,7.351057147616588
757,12,7.537108808674137
758,12,7.754928327499934
759,11,7.089435984529038
760,11,7.323927757763333
761,11,7.167235933573514
762,11,7.302667542942593
763,13,6.952081633131526
764,10,8.266974136154783
765,10,8.365115733000527
766,10,8.288903133709232
767,10,8.34537937249335
768,7,8.41527563965343
769,5,7.175327030951488
770,10,8.240329915176988
771,5,7.10207685432758
772,9,8.099447698993497
773,10,8.353370671489431
774,4,6.910902905358947
775,10,7.399946447301895
776,9,7.557741061518165
777,9,7.561106963652085
778,10,7.732597295398231
779,10,7.924935999455725
780,10,7.7616323597557395
781,8,6.84288645479667
782,10,7.253859516075854
783,9,7.341024220000655
784,8,6.868899641249779
785,13,6.986788460843864
786,12,6.198931739799473
787,12,6.242865288325614
788,8,7.292123392375194
789,13,6.933678946585926
790,13,6.930210654639599
791,13,7.002278505326266
792,13,6.87064580999969
793,13,6.835915921616437
794,8,6.90714910855754
795,13,6.594022774101697
796,10,7.756218387234528
797,13,7.044656227762234
798,11,6.282016039090473
799,14,7.898321232857262
800,12,6.429286407620626
801,13,6.838248442792892
802,11,8.056938392685964
803,13,7.028069136365469
804,10,7.7161775630666325
805,12,7.744856468436455
806,14,6.698072308852263
807,10,7.43747890845719
808,10,7.285805020414053
809,11,8.057061283790924
810,7,8.493421621518596
811,7,7.977444062276404
812,7,7.19506167739283
813,8,6.950860619221988
814,11,8.419695282242378
815,10,7.609094669684199
816,10,7.463973354198912
817,10,7.636396327956618
818,7,9.55962994548928
819,11,7.847375593039823
820,10,7.625479902171065
821,11,7.841210633745603
822,10,7.325721722999888
823,10,7.404072575861096
824,10,7.35845710323198
825,10,7.225549588213268
826,12,8.257299085115804
827,10,7.583076781683467
828,10,7.108001259461344
829,12,7.88919547643421
830,9,8.682458903260232
831,10,8.33914517883875
832,11,7.583736208097913
833,9,9.150057897274596
834,11,7.598591009119656
835,12,6.128000995326073
836,12,6.064890845198831
837,12,6.066078012485227
838,15,7.199361306250375
839,16,7.6086051454333425
840,15,7.215980342108297
841,16,7.705162294730442
842,15,7.12707361670679
843,15,7.139058581917146
844,16,7.646145455251365
845,15,7.265915872029349
846,16,7.87769617560176
847,16,8.264765681285272
848,13,6.529277436176044
849,16,7.947094440992397
850,12,6.070959921144454
851,16,8.075868022900536
852,15,7.144603247439882
853,15,7.163043874639411
854,16,7.706357380112877
855,16,7.7073896258132155
856,12,6.124889189216922
857,13,6.531960480085711
858,16,8.01532628174683
859,16,8.012049355847926
860,16,7.8784833755257075
861,16,8.108765585108191
862,16,7.9050580112907
863,15,7.678683369358229
864,16,7.930853210916871
865,13,6.675618431082411
866,16,7.975766909216776
867,13,7.007703030882669
868,12,6.090380355505814
869,13,7.011467902402502
870,10,5.2161260171481025
871,9,5.425448727784029
872,11,5.9790252430414
873,9,4.7676386195884675
874,11,5.7850543541734325
875,11,5.7803770815145015
876,11,6.164386162645726
877,11,5.713289724258571
878,9,5.81686903699741
879,10,6.068931600788394
880,11,5.690511291831292
881,9,5.99327405787994
882,11,6.383814117008569
883,10,5.413049601596123
884,11,6.6286298368853664
885,9,4.7565254525651675
886,9,5.047363628001832
887,11,5.726063152228308
888,11,5.742785656364626
889,11,5.721480732434712
890,11,5.739565712245602
891,9,6.276641519999575
892,9,6.390555866911277
893,11,5.785799587316772
894,9,5.827691298867173
895,9,4.9846469102464255
896,11,5.75423201705506
897,11,5.6896544234041615
898,11,5.692927168478696
899,10,5.298777294556203
900,10,5.313373808701326
901,11,5.6350271460735915
902,11,5.66102082270149
903,7,4.953505606449017
904,8,5.174414524222451
905,9,6.379215906242585
906,8,5.619705989204137
907,8,4.8914994687377416
908,10,5.63412596014617
909,10,5.922792071866512
910,8,4.587974049840165
911,10,6.22477326713865
912,8,4.7940497931506325
913,11,5.677316408459364
914,9,5.413882561978978
915,8,5.052312390726646
916,11,5.738929020139948
917,8,4.737636250572468
918,8,5.975527398183688
919,11,5.651193211073217
920,8,5.466750974224698
921,9,4.996705722391054
922,9,5.225638195574797
923,10,6.013800796260232
924,10,5.330723293425186
925,9,6.226301798911601
926,11,5.752259897086672
927,11,5.736054789920786
928,11,6.283158515083122
929,11,5.8974424715837195
930,10,6.339803062274503
931,8,6.171833819788205
932,10,5.6400477190827
933,8,5.695043350127266
934,8,5.0686439939857655
935,8,4.702043325104368
936,7,5.113304603034615
937,9,4.9446173438672325
938,8,6.098139636671952
939,8,4.467127435172836
940,8,4.933409177998943
941,8,5.688912743066396
942,7,4.933567411214727
943,8,6.031772066036417
944,8,4.574917963916009
945,8,4.704479425521853
946,7,4.938304452689352
947,9,5.4164338107970575
948,8,5.316488388776399
949,8,6.001396652803379
950,8,5.596874636237658
951,8,5.840260068827288
952,7,5.337835529444113
953,8,6.173621799291965
954,7,6.0006188793727535
955,7,5.745475718701846
956,7,5.363630369094935
957,7,5.403820747868579
958,7,5.894157771383735
959,7,6.236795384112325
960,8,4.652464824889062
961,7,5.2509678105381
962,8,6.407695331272883
963,8,6.454908312669023
964,11,6.546319343493363
965,7,6.000526861162687
966,8,6.571443398142215
967,7,6.212024657456311
968,8,6.5907613775057925
969,8,6.620457357355153
970,8,6.582901906168239
971,7,6.311574046863184
972,7,5.78500913832819
973,8,5.975168256522185
974,7,6.283833557690979
975,7,6.27248821714291
976,7,6.531076560805344
977,7,6.347528967649579
978,7,5.77008092564572
979,7,6.752083425590612
980,7,6.081581861795755
981,7,6.4664513207532215
982,7,6.76918362689106
983,7,7.387504712923001
984,8,6.5513740366240505
985,7,6.221274719999877
986,7,5.750606570555753
987,7,6.143837794973637
988,7,6.497121159065502
989,7,5.889985881360601
990,7,6.301388409372416
991,7,6.529706931428537
992,7,6.104357870216779
993,7,6.5032917270146875
994,7,7.37576874195137
995,8,5.896446378012401
996,8,5.674411773920655
997,8,5.683550450351335
998,7,5.812591830071387
999,7,5.9062875776352275
1000,8,5.774877741878926
1001,8,5.683921286717281
1002,8,5.737025882397676
1003,8,5.727135248594765
1004,8,5.729513860217269
1005,8,5.729073524999977
1006,8,5.690420539160471
1007,8,5.7518183301543235
1008,8,4.960657109446519
1009,8,4.894813976672186
1010,8,4.691502934457787
1011,8,4.440604871983945
1012,8,4.95949716589638
1013,9,5.377341051268223
1014,7,4.855577650969184
1015,8,4.575681682500607
1016,8,4.969577208037915
1017,8,4.660539455406795
1018,9,5.391093149981203
1019,8,4.693916316963895
1020,8,4.688244357615533
1021,8,4.551649123569533
1022,9,5.461437719924017
1023,9,5.487656136633792
1024,8,4.559388980207794
1025,8,4.671528305785859
1026,8,4.978347704030501
1027,8,4.8335285702716035
1028,9,5.779536985158529
1029,9,5.394743746408819
1030,9,5.444864126250469
1031,9,5.281770720000337
1032,9,5.367986552991328
1033,16,7.385173022023421
1034,8,7.043999235602693
1035,7,5.47907303216175
1036,7,5.567368270526153
1037,8,5.9144155586600355
1038,11,6.5320260020167416
1039,11,5.752307122293208
1040,11,5.5849426171765355
1041,11,5.705479718181821
1042,11,5.759474182730264
1043,12,6.098037066560207
1044,11,5.682212100000126
1045,11,5.691220833882559
1046,11,5.70595601883491
1047,11,5.604512725559143
1048,12,6.119756062499815
1049,11,5.753272798794205
1050,11,5.473748003040038
1051,12,6.1922097844188615
1052,12,6.227693354118412
1053,11,5.785268514224828
1054,7,6.001555508440367
1055,7,6.002495855436508
1056,7,5.041225956826236
1057,16,7.375934043749853
1058,16,7.956518962374378
1059,16,7.375934043749851
1060,15,7.593430322430878
1061,14,7.32920026687494
1062,14,7.438910379396323
1063,15,7.359908397861432
1064,15,7.077146674314315
1065,15,7.203214704230765
1066,15,7.358226657928493
1067,14,7.847855570632621
1068,15,7.115537369728052
1069,7,7.331348799648163
1070,14,7.845895577268182
1071,14,7.846216298236502
1072,15,7.801939273063337
1073,16,7.375934043749851
1074,14,6.599437111786301
1075,16,7.393358343348815
1076,15,7.275672634997086
1077,15,7.291917448090016
1078,14,6.541572194855416
1079,13,6.9948890561823704
1080,15,7.13198495076853
1081,8,4.994331852303272
1082,8,4.944478678809045
1083,8,4.946912643017402
1084,11,6.522528189016652
1085,11,6.10546600435781
1086,15,7.110315643818346
1087,2,7.25844228809007
1088,2,7.261200284331686
1089,2,6.994851554220109
1090,2,7.665837728055841
1091,2,7.31379373900948
1092,2,6.986142892116039
1093,2,9.667650863600898
1094,2,7.701041690432174
1095,2,9.09511878707545
1096,2,8.599646810322508
1097,2,6.767806293018165
1098,2,8.597479871911634
1099,2,7.015246257000225
1100,2,6.36875819221553
1101,2,8.635776958434114
1102,2,8.639997608354022
1103,2,7.2563281907367845
1104,2,7.2582118245299085
1105,2,9.641514353364311
1106,2,9.990624690517437
1107,2,7.201123105477276
1108,2,8.100861851754718
1109,2,6.964137462378083
1110,2,7.256195567915952
1111,2,7.085784208934285
1112,2,8.637140621598721
1113,1,8.10666560111487
1114,2,8.554191156413385
1115,2,9.991826455352241
1116,2,10.009791918226357
1117,2,10.775033210908125
1118,2,10.342143067543534
1119,2,7.1577290560128795
1120,1,9.557557319999397
1121,2,10.681156046807063
1122,2,10.525032530983617
1123,2,10.198518305784583
1124,2,7.28666216876762
1125,2,10.103593563334035
1126,2,10.096561177401904
1127,2,10.348980659999446
1128,2,8.092879688067082
