,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1697,Bangur Nagar,19.167362,72.832252,015's Café,19.1342081469728,72.82610027343061,Comfort Food Restaurant
1698,Bangur Nagar,19.167362,72.832252,Shrinathji's,19.180699757512414,72.83634265560366,Vegetarian / Vegan Restaurant
1699,Bangur Nagar,19.167362,72.832252,Sigree Global Grill,19.186365751465278,72.83471936623341,BBQ Joint
1700,Bangur Nagar,19.167362,72.832252,Barista,19.150038534503114,72.83136830617241,Café
1701,Bangur Nagar,19.167362,72.832252,Udipi Vihar,19.16649838327973,72.85419928166584,Vegetarian / Vegan Restaurant
1702,Bangur Nagar,19.167362,72.832252,café 015,19.195020407470167,72.83406488378958,Italian Restaurant
1703,Bangur Nagar,19.167362,72.832252,Flags,19.189551321885673,72.84209181798211,Vegetarian / Vegan Restaurant
1704,Bangur Nagar,19.167362,72.832252,Joey's Pizza,19.126762155150107,72.83000121236746,Pizza Place
1705,Bangur Nagar,19.167362,72.832252,Barrio,19.136511404003564,72.81014070132593,Restaurant
1706,Bangur Nagar,19.167362,72.832252,Jam Jar Diner,19.132830122875927,72.81226821651121,Diner
1707,Bangur Nagar,19.167362,72.832252,Guru Da Dhaba,19.141420469632642,72.8251707630685,Vegetarian / Vegan Restaurant
1708,Bangur Nagar,19.167362,72.832252,Pizza Express,19.131893498780688,72.83466849836763,Pizza Place
1709,Bangur Nagar,19.167362,72.832252,China Gate,19.140098188844455,72.83153912383088,Chinese Restaurant
1710,Bangur Nagar,19.167362,72.832252,Tanjore Tiffin Room,19.128438,72.81715,South Indian Restaurant
1711,Bangur Nagar,19.167362,72.832252,Barbeque Nation,19.136210861270595,72.83345280721782,BBQ Joint
1712,Bangur Nagar,19.167362,72.832252,Delicacy of China,19.142327952964017,72.82932573085064,Chinese Restaurant
1713,Bangur Nagar,19.167362,72.832252,Subway,19.14125035277429,72.83141864411192,Deli / Bodega
1714,Bangur Nagar,19.167362,72.832252,Rajubhai Dhoklawala,19.206948221745883,72.84218821670724,Food
1715,Bangur Nagar,19.167362,72.832252,Carter's Blue,19.139599362001828,72.83160179473985,Indian Restaurant
1716,Bangur Nagar,19.167362,72.832252,5D The Food Domain,19.178762889859964,72.83471730399049,Fast Food Restaurant
1717,Bangur Nagar,19.167362,72.832252,Leaping Windows Cafe,19.13877514639195,72.81348180517033,Café
1718,Bangur Nagar,19.167362,72.832252,Lemon Leaf,19.139779387111414,72.82936873216538,Asian Restaurant
1719,Bangur Nagar,19.167362,72.832252,Shabri Veg Restaurant,19.13615756813534,72.8271702616078,Indian Restaurant
1720,Bangur Nagar,19.167362,72.832252,Tirupati Dosa Center,19.12826918546156,72.81685418152304,Indian Restaurant
1721,Bangur Nagar,19.167362,72.832252,Indigo Deli,19.13642952061536,72.82755288854011,Italian Restaurant
1722,Bangur Nagar,19.167362,72.832252,Cream Centre,19.17323855736456,72.83567646595577,Vegetarian / Vegan Restaurant
1723,Bangur Nagar,19.167362,72.832252,Theobroma,19.173968708895238,72.86007403705766,Bakery
1724,Bangur Nagar,19.167362,72.832252,KFC,19.192769516077956,72.83437891340016,Fast Food Restaurant
1725,Bangur Nagar,19.167362,72.832252,Chili's American Grill & Bar,19.173360907681126,72.8355485411668,New American Restaurant
1726,Bangur Nagar,19.167362,72.832252,Subway,19.184753232353284,72.83414438212479,Sandwich Place
1727,Bangur Nagar,19.167362,72.832252,The House,19.13101420194339,72.8139107478365,Café
1728,Bangur Nagar,19.167362,72.832252,Scrumptious Eatery,19.13585886015648,72.80965332858649,Bakery
1729,Bangur Nagar,19.167362,72.832252,Kangan,19.17270290848535,72.86053915939284,Indian Restaurant
1730,Bangur Nagar,19.167362,72.832252,KFC,19.13526761679155,72.83293660965955,Fast Food Restaurant
1731,Bangur Nagar,19.167362,72.832252,Maharaja Bhog,19.173974381078395,72.86038137347764,Vegetarian / Vegan Restaurant
1732,Bangur Nagar,19.167362,72.832252,Krispy Kreme,19.174017434045346,72.86045269915425,Donut Shop
1733,Bangur Nagar,19.167362,72.832252,Cafe coffee day,19.17673214725983,72.83713820053725,Café
1734,Bangur Nagar,19.167362,72.832252,Sernyaa Tibetan Restaurant,19.17950554570445,72.83709899963925,Dumpling Restaurant
1735,Bangur Nagar,19.167362,72.832252,China Ming,19.15461378490289,72.85649660663528,Chinese Restaurant
1736,Bangur Nagar,19.167362,72.832252,"VALINO ""food,music and wine""",19.179980268685984,72.83667084417746,Italian Restaurant
1737,Bangur Nagar,19.167362,72.832252,The Peking Tom,19.189261613767872,72.83445467229659,Chinese Restaurant
1738,Bangur Nagar,19.167362,72.832252,Bhagwati Hotel (pav-bhaji & Fast Food),19.201892637487486,72.84259639482704,Restaurant
1739,Bangur Nagar,19.167362,72.832252,Chaayos,19.133940586140568,72.81127052237414,Café
1740,Bangur Nagar,19.167362,72.832252,Carter's Blue,19.178904556700168,72.83528921512384,Restaurant
1741,Bangur Nagar,19.167362,72.832252,McDonald's,19.164788542726573,72.85741829371118,Fast Food Restaurant
1742,Bangur Nagar,19.167362,72.832252,Shawarma Factory,19.124590572173467,72.8403981304492,Falafel Restaurant
1743,Bangur Nagar,19.167362,72.832252,Subway,19.174024071568,72.86013873048348,Sandwich Place
1744,Bangur Nagar,19.167362,72.832252,"5 Spice , Bandra",19.130421080343595,72.84720633881638,Chinese Restaurant
1745,Bangur Nagar,19.167362,72.832252,Mainland China,19.203141123552722,72.86008426572094,Chinese Restaurant
1746,Bangur Nagar,19.167362,72.832252,Mainland China Asia kitchen,19.17390935262629,72.8604429376912,Asian Restaurant
1747,Bangur Nagar,19.167362,72.832252,Bhagwati Fast Food,19.20191940366184,72.84253616410946,Fast Food Restaurant
1748,Bangur Nagar,19.167362,72.832252,Blue Tokai Coffee Roasters,19.132763,72.81233,Café
1749,Bangur Nagar,19.167362,72.832252,Di Bella,19.125454233244547,72.8223460003714,Café
1750,Jogeshwari West,19.12,72.85,Merwans Cake shop,19.119300215885474,72.84541776016009,Bakery
1751,Jogeshwari West,19.12,72.85,Narayan Sandwich,19.121397691078766,72.85027035501028,Sandwich Place
1752,Jogeshwari West,19.12,72.85,Joey's Pizza,19.126762155150107,72.83000121236746,Pizza Place
1753,Jogeshwari West,19.12,72.85,Jaffer Bhai's Delhi Darbar,19.137714056593047,72.84590930883026,Mughlai Restaurant
1754,Jogeshwari West,19.12,72.85,Gajalee,19.10369200713705,72.85167550882265,Seafood Restaurant
1755,Jogeshwari West,19.12,72.85,Peshawari,19.10395400387377,72.86987902868673,Indian Restaurant
1756,Jogeshwari West,19.12,72.85,Shawarma Factory,19.124590572173467,72.8403981304492,Falafel Restaurant
1757,Jogeshwari West,19.12,72.85,Hard Rock Cafe Andheri,19.13599450781993,72.8353350383582,American Restaurant
1758,Jogeshwari West,19.12,72.85,Dakshinayan,19.112771842540127,72.82565306659686,Indian Restaurant
1759,Jogeshwari West,19.12,72.85,Khau galli,19.10038667062046,72.84267717056767,Food Truck
1760,Jogeshwari West,19.12,72.85,Babu Cha Vada,19.1033126238013,72.84857615037404,Snack Place
1761,Jogeshwari West,19.12,72.85,The Good Food Co.,19.098453349622396,72.84576866155109,Café
1762,Jogeshwari West,19.12,72.85,Prithvi Cafe,19.106153210060764,72.82586610755753,Café
1763,Jogeshwari West,19.12,72.85,Radha Krishna Veg Restaurant,19.115130144160013,72.84305962889206,Indian Restaurant
1764,Jogeshwari West,19.12,72.85,Gulati Sweets and Snacks,19.123231,72.864335,Indian Restaurant
1765,Jogeshwari West,19.12,72.85,Anand Dosa,19.102981786665428,72.83686050799356,Breakfast Spot
1766,Jogeshwari West,19.12,72.85,"Peshawri Restaurant, Itc, Mumbai",19.10928336415873,72.8698912957299,Indian Restaurant
1767,Jogeshwari West,19.12,72.85,Mahesh Lunch Home,19.10367993652122,72.82679442182634,Seafood Restaurant
1768,Jogeshwari West,19.12,72.85,Maharaja Restaurant,19.116154809545993,72.85581626501495,Indian Restaurant
1769,Jogeshwari West,19.12,72.85,The Chocolate Heaven,19.104219376484483,72.83675861374584,Café
1770,Jogeshwari West,19.12,72.85,Me Marathi,19.102417701434753,72.84654118690055,Maharashtrian Restaurant
1771,Jogeshwari West,19.12,72.85,Shree Gangour Sweets,19.115077614539207,72.83436582858621,Indian Restaurant
1772,Jogeshwari West,19.12,72.85,Pizza Express,19.131893498780688,72.83466849836763,Pizza Place
1773,Jogeshwari West,19.12,72.85,Indigo Delicatessen,19.1364504468811,72.82756504045669,Mediterranean Restaurant
1774,Jogeshwari West,19.12,72.85,Glass House @ Hyatt Hotel,19.10368684595821,72.87161592088513,Restaurant
1775,Jogeshwari West,19.12,72.85,Bistro 1 Cafe,19.136656435439225,72.82913638330596,Café
1776,Jogeshwari West,19.12,72.85,Mainland China,19.14039064038241,72.8380325219362,Chinese Restaurant
1777,Jogeshwari West,19.12,72.85,"5 Spice , Bandra",19.130421080343595,72.84720633881638,Chinese Restaurant
1778,Jogeshwari West,19.12,72.85,B'wiched,19.111256543078373,72.82661517207845,American Restaurant
1779,Jogeshwari West,19.12,72.85,Basil The Italian Cafe,19.109424253865374,72.85322394388633,Café
1780,Jogeshwari West,19.12,72.85,Gajalee,19.10382741461241,72.83102812899264,Seafood Restaurant
1781,Jogeshwari West,19.12,72.85,Lotus Café,19.101771937861287,72.82566422851737,Indian Restaurant
1782,Jogeshwari West,19.12,72.85,Shanghai,19.104778659219615,72.84852180117035,Chinese Restaurant
1783,Jogeshwari West,19.12,72.85,Arola @ JW Marriott,19.101647327380633,72.8254768604747,Spanish Restaurant
1784,Jogeshwari West,19.12,72.85,Gajalee Coastal Food Annexure,19.117567194128657,72.86748485224203,Seafood Restaurant
1785,Jogeshwari West,19.12,72.85,Lucky Sandwich,19.10027443707427,72.8425053618019,Sandwich Place
1786,Jogeshwari West,19.12,72.85,King chilly,19.11065238563932,72.85296431874953,Chinese Restaurant
1787,Jogeshwari West,19.12,72.85,015's Café,19.1342081469728,72.82610027343061,Comfort Food Restaurant
1788,Jogeshwari West,19.12,72.85,Citrus Café,19.10914485064099,72.8741480606626,Indian Restaurant
1789,Jogeshwari West,19.12,72.85,Jacky Bhel Puri,19.11363278970635,72.83470196944536,Indian Restaurant
1790,Jogeshwari West,19.12,72.85,Tiwari Bros. Mithaiwala,19.115056269910802,72.8344956058685,Indian Restaurant
1791,Jogeshwari West,19.12,72.85,Alfredos Bar & Diner,19.139471751527417,72.8315149191101,Diner
1792,Jogeshwari West,19.12,72.85,Pan Asian,19.104424065333735,72.86975055081648,Asian Restaurant
1793,Jogeshwari West,19.12,72.85,Nandu Dosa,19.1165819791634,72.82704994833412,Diner
1794,Jogeshwari West,19.12,72.85,Tanjore Tiffin Room,19.128438,72.81715,South Indian Restaurant
1795,Jogeshwari West,19.12,72.85,Barbeque Nation,19.136210861270595,72.83345280721782,BBQ Joint
1796,Jogeshwari West,19.12,72.85,Olio,19.108843595181746,72.82392931219455,Italian Restaurant
1797,Jogeshwari West,19.12,72.85,Le Cirque Signature,19.1099863404606,72.87355461310726,Italian Restaurant
1798,Jogeshwari West,19.12,72.85,Eden Bakery,19.142848081704912,72.82476443571024,Bakery
1799,Jogeshwari West,19.12,72.85,The Calcutta Club,19.148738212949493,72.83143562237763,Bengali Restaurant
1800,Jogeshwari West,19.12,72.85,Samvene,19.10805406995919,72.87957777599273,Bagel Shop
1801,Jogeshwari West,19.12,72.85,Fareed Seekh Kebab,19.14333600769705,72.83794296972663,Indian Restaurant
1802,Jogeshwari West,19.12,72.85,The Coffee Bean & Tea Leaf,19.11062745905693,72.82528211526264,Café
1803,Jogeshwari West,19.12,72.85,Pratap's The Dhaba,19.14887624830474,72.83209746279675,Indian Restaurant
1804,Jogeshwari West,19.12,72.85,Chilly & Onion restaurant,19.131109687937652,72.86912325869923,Asian Restaurant
1805,Jogeshwari West,19.12,72.85,Mad Over Donuts,19.14264386893489,72.82476738600698,Donut Shop
1806,Jogeshwari West,19.12,72.85,Mainland China,19.141313950168616,72.83256234609917,Chinese Restaurant
1807,Jogeshwari West,19.12,72.85,Burger King,19.107589968755946,72.88284726769875,Fast Food Restaurant
1808,Jogeshwari West,19.12,72.85,J W Cafe,19.103211778505766,72.87750391468353,Restaurant
1809,Jogeshwari West,19.12,72.85,Le15 Patisserie,19.15251493490186,72.83092221126502,Bakery
1810,Jogeshwari West,19.12,72.85,Harish: Restaurant & Bar,19.10851908963802,72.8403827444371,Seafood Restaurant
1811,Jogeshwari West,19.12,72.85,Tirupati Dosa Center,19.12826918546156,72.81685418152304,Indian Restaurant
1812,Jogeshwari West,19.12,72.85,Bombay Baking Company,19.101835704267714,72.82592211594061,Bakery
1813,Jogeshwari West,19.12,72.85,Facing East,19.110120035881774,72.82745431250346,Chinese Restaurant
1814,Jogeshwari West,19.12,72.85,Shiv Sagar,19.09837282774542,72.84621970281538,Indian Restaurant
1815,Jogeshwari West,19.12,72.85,LOVE SUGAR DOUGH,19.097939226275706,72.84587506558769,Bakery
1816,Jogeshwari West,19.12,72.85,Ram Krishna Hotel,19.09870165534156,72.84452835911915,Indian Restaurant
1817,Jogeshwari West,19.12,72.85,Khasiyat,19.100524805839562,72.83963009322807,Indian Restaurant
1818,Jogeshwari West,19.12,72.85,Jam Jar Diner,19.132830122875927,72.81226821651121,Diner
1819,Jogeshwari West,19.12,72.85,Kali Bhaji,19.102823026856715,72.83960190380834,Indian Restaurant
1820,Jogeshwari West,19.12,72.85,Stax,19.103658594428307,72.87161375246681,Italian Restaurant
1821,Jogeshwari West,19.12,72.85,Kebab Corner,19.124841814096456,72.86466369553679,Indian Restaurant
1822,Jogeshwari West,19.12,72.85,KFC,19.13526761679155,72.83293660965955,Fast Food Restaurant
1823,Jogeshwari West,19.12,72.85,Di Bella,19.125454233244547,72.8223460003714,Café
1824,Jogeshwari West,19.12,72.85,Summer Harvest,19.096881619639312,72.85035985331969,Indian Restaurant
1825,Jogeshwari West,19.12,72.85,China Gate,19.140098188844455,72.83153912383088,Chinese Restaurant
1826,Jogeshwari West,19.12,72.85,Bisleri Chaatwala,19.110538098443268,72.85406051188238,Food Truck
1827,Jogeshwari West,19.12,72.85,Sammy Sosa,19.151204813237435,72.83175228577498,Mexican Restaurant
1828,Jogeshwari West,19.12,72.85,Shabri Veg Restaurant,19.13615756813534,72.8271702616078,Indian Restaurant
1829,Jogeshwari West,19.12,72.85,Mad Over Donuts,19.125533442429646,72.82228098165848,Donut Shop
1830,Jogeshwari West,19.12,72.85,Indigo Deli,19.13642952061536,72.82755288854011,Italian Restaurant
1831,Jogeshwari West,19.12,72.85,Debonairs Pizza,19.12555705959572,72.82244078771572,Pizza Place
1832,Jogeshwari West,19.12,72.85,Urban Tadka,19.12701051542414,72.82183256427811,Indian Restaurant
1833,Jogeshwari West,19.12,72.85,Sun Moon & Potatoes,19.12409661222563,72.86988272955683,Italian Restaurant
1834,Jogeshwari West,19.12,72.85,The Spare Kitchen,19.10706452945956,72.82585664739476,Restaurant
1835,Jogeshwari West,19.12,72.85,Estella,19.090822204938927,72.82710681607999,Australian Restaurant
1836,Jogeshwari West,19.12,72.85,Barrio,19.136511404003564,72.81014070132593,Restaurant
1837,Jogeshwari West,19.12,72.85,noodle bar,19.110671412524386,72.82543094240283,Asian Restaurant
1838,Jogeshwari West,19.12,72.85,Carter's Blue,19.139599362001828,72.83160179473985,Indian Restaurant
1839,Jogeshwari West,19.12,72.85,Hit & Run,19.107787469190956,72.86333266520172,Falafel Restaurant
1840,Jogeshwari West,19.12,72.85,Faaso's,19.113938442040993,72.86232968704125,Fast Food Restaurant
1841,Jogeshwari West,19.12,72.85,Banana Leaf,19.12515498243111,72.82258041206991,Vegetarian / Vegan Restaurant
1842,Jogeshwari West,19.12,72.85,Subway,19.100888273706282,72.83939996185501,Sandwich Place
1843,Jogeshwari West,19.12,72.85,China Gate,19.11859711445652,72.86988816192876,Asian Restaurant
1844,Jogeshwari West,19.12,72.85,Baluchi,19.10554010860746,72.87528529491198,Indian Restaurant
1845,Jogeshwari West,19.12,72.85,The House,19.13101420194339,72.8139107478365,Café
1846,Jogeshwari West,19.12,72.85,Subway,19.14125035277429,72.83141864411192,Deli / Bodega
1847,Jogeshwari West,19.12,72.85,Saffron,19.10177106938794,72.82563404993581,Indian Restaurant
1848,Jogeshwari West,19.12,72.85,Pizza Express,19.107447757123097,72.88345355722812,Italian Restaurant
1849,Jogeshwari West,19.12,72.85,Joss,19.085573692737334,72.83469121072112,Japanese Restaurant
1850,Juhu,19.1,72.83,Mahesh Lunch Home,19.10367993652122,72.82679442182634,Seafood Restaurant
1851,Juhu,19.1,72.83,Lotus Café,19.101771937861287,72.82566422851737,Indian Restaurant
1852,Juhu,19.1,72.83,Prithvi Cafe,19.106153210060764,72.82586610755753,Café
1853,Juhu,19.1,72.83,Arola @ JW Marriott,19.101647327380633,72.8254768604747,Spanish Restaurant
1854,Juhu,19.1,72.83,Gajalee,19.10382741461241,72.83102812899264,Seafood Restaurant
1855,Juhu,19.1,72.83,Anand Dosa,19.102981786665428,72.83686050799356,Breakfast Spot
1856,Juhu,19.1,72.83,Dakshinayan,19.112771842540127,72.82565306659686,Indian Restaurant
1857,Juhu,19.1,72.83,The Chocolate Heaven,19.104219376484483,72.83675861374584,Café
1858,Juhu,19.1,72.83,Bombay Baking Company,19.101835704267714,72.82592211594061,Bakery
1859,Juhu,19.1,72.83,Khau galli,19.10038667062046,72.84267717056767,Food Truck
1860,Juhu,19.1,72.83,B'wiched,19.111256543078373,72.82661517207845,American Restaurant
1861,Juhu,19.1,72.83,The Good Food Co.,19.098453349622396,72.84576866155109,Café
1862,Juhu,19.1,72.83,Estella,19.090822204938927,72.82710681607999,Australian Restaurant
1863,Juhu,19.1,72.83,Olio,19.108843595181746,72.82392931219455,Italian Restaurant
1864,Juhu,19.1,72.83,Juhu Chowpatty,19.09814509190406,72.8270523359565,Snack Place
1865,Juhu,19.1,72.83,Saffron,19.10177106938794,72.82563404993581,Indian Restaurant
1866,Juhu,19.1,72.83,Lucky Sandwich,19.10027443707427,72.8425053618019,Sandwich Place
1867,Juhu,19.1,72.83,The Coffee Bean & Tea Leaf,19.11062745905693,72.82528211526264,Café
1868,Juhu,19.1,72.83,Me Marathi,19.102417701434753,72.84654118690055,Maharashtrian Restaurant
1869,Juhu,19.1,72.83,Merwans Cake shop,19.119300215885474,72.84541776016009,Bakery
1870,Juhu,19.1,72.83,Babu Cha Vada,19.1033126238013,72.84857615037404,Snack Place
1871,Juhu,19.1,72.83,Joss,19.085573692737334,72.83469121072112,Japanese Restaurant
1872,Juhu,19.1,72.83,Shree Gangour Sweets,19.115077614539207,72.83436582858621,Indian Restaurant
1873,Juhu,19.1,72.83,Facing East,19.110120035881774,72.82745431250346,Chinese Restaurant
1874,Juhu,19.1,72.83,The Spare Kitchen,19.10706452945956,72.82585664739476,Restaurant
1875,Juhu,19.1,72.83,Gajalee,19.10369200713705,72.85167550882265,Seafood Restaurant
1876,Juhu,19.1,72.83,Joey's Pizza,19.126762155150107,72.83000121236746,Pizza Place
1877,Juhu,19.1,72.83,Khasiyat,19.100524805839562,72.83963009322807,Indian Restaurant
1878,Juhu,19.1,72.83,Candies,19.070288312673544,72.82624472801321,Fast Food Restaurant
1879,Juhu,19.1,72.83,Nandu Dosa,19.1165819791634,72.82704994833412,Diner
1880,Juhu,19.1,72.83,Wai Yu Mun Ching,19.084403012967847,72.8296315412298,Thai Restaurant
1881,Juhu,19.1,72.83,Krispy Kreme,19.10579965436154,72.82651671800781,Donut Shop
1882,Juhu,19.1,72.83,Sandwizzaa,19.08070030358886,72.84041405733342,Sandwich Place
1883,Juhu,19.1,72.83,Kali Bhaji,19.102823026856715,72.83960190380834,Indian Restaurant
1884,Juhu,19.1,72.83,Temple Flower Restaurant,19.1068789826273,72.82633724757417,Asian Restaurant
1885,Juhu,19.1,72.83,Jacky Bhel Puri,19.11363278970635,72.83470196944536,Indian Restaurant
1886,Juhu,19.1,72.83,noodle bar,19.110671412524386,72.82543094240283,Asian Restaurant
1887,Juhu,19.1,72.83,Narayan Sandwich,19.121397691078766,72.85027035501028,Sandwich Place
1888,Juhu,19.1,72.83,Ram Krishna Hotel,19.09870165534156,72.84452835911915,Indian Restaurant
1889,Juhu,19.1,72.83,Shanghai,19.104778659219615,72.84852180117035,Chinese Restaurant
1890,Juhu,19.1,72.83,Bombay Salad Co.,19.064715341256164,72.83091998224552,Salad Place
1891,Juhu,19.1,72.83,Tanjore Tiffin Room,19.128438,72.81715,South Indian Restaurant
1892,Juhu,19.1,72.83,LOVE SUGAR DOUGH,19.097939226275706,72.84587506558769,Bakery
1893,Juhu,19.1,72.83,Carter's Blue,19.07078342149227,72.8230446191692,Fried Chicken Joint
1894,Juhu,19.1,72.83,Tiwari Bros. Mithaiwala,19.115056269910802,72.8344956058685,Indian Restaurant
1895,Juhu,19.1,72.83,Subway,19.100888273706282,72.83939996185501,Sandwich Place
1896,Juhu,19.1,72.83,Smoke House Deli,19.06548155786204,72.82986113508434,Deli / Bodega
1897,Juhu,19.1,72.83,Le Pain Quotidien,19.07885768117065,72.82990923188731,French Restaurant
1898,Juhu,19.1,72.83,Sampan,19.108804770372586,72.82392234696351,Chinese Restaurant
1899,Juhu,19.1,72.83,Shiv Sagar,19.09837282774542,72.84621970281538,Indian Restaurant
1900,Juhu,19.1,72.83,Fusion Wong's,19.109716658861412,72.82446353523873,Chinese Restaurant
1901,Juhu,19.1,72.83,Radha Krishna Veg Restaurant,19.115130144160013,72.84305962889206,Indian Restaurant
1902,Juhu,19.1,72.83,Peshawari,19.10395400387377,72.86987902868673,Indian Restaurant
1903,Juhu,19.1,72.83,Punjab Sweet House And Restaurant,19.06255314675695,72.82942295777715,Indian Restaurant
1904,Juhu,19.1,72.83,Indigo Delicatessen,19.1364504468811,72.82756504045669,Mediterranean Restaurant
1905,Juhu,19.1,72.83,Indigo Deli,19.06171028998035,72.82997150211034,Deli / Bodega
1906,Juhu,19.1,72.83,Bastian,19.0635656703907,72.83480660265644,Seafood Restaurant
1907,Juhu,19.1,72.83,One Street Over,19.064871012600435,72.8348828291903,Modern European Restaurant
1908,Juhu,19.1,72.83,Harish: Restaurant & Bar,19.10851908963802,72.8403827444371,Seafood Restaurant
1909,Juhu,19.1,72.83,Tirupati Dosa Center,19.12826918546156,72.81685418152304,Indian Restaurant
1910,Juhu,19.1,72.83,Hard Rock Cafe Andheri,19.13599450781993,72.8353350383582,American Restaurant
1911,Juhu,19.1,72.83,Out of the Blue,19.07175568646313,72.825535360731,Italian Restaurant
1912,Juhu,19.1,72.83,Mac Craig,19.061541991030687,72.82889362096834,Bakery
1913,Juhu,19.1,72.83,Summer Harvest,19.096881619639312,72.85035985331969,Indian Restaurant
1914,Juhu,19.1,72.83,Koinonia Coffee Roasters,19.073263816388312,72.82617788108536,Café
1915,Juhu,19.1,72.83,Bistro 1 Cafe,19.136656435439225,72.82913638330596,Café
1916,Juhu,19.1,72.83,Candies,19.061176223187175,72.82663421803241,Bakery
1917,Juhu,19.1,72.83,Khane Khas,19.065485032903197,72.83103442139502,Indian Restaurant
1918,Juhu,19.1,72.83,Shawarma Factory,19.124590572173467,72.8403981304492,Falafel Restaurant
1919,Juhu,19.1,72.83,Jai Hind Lunch Home,19.063020178888646,72.82939367421633,Seafood Restaurant
1920,Juhu,19.1,72.83,Jam Jar Diner,19.132830122875927,72.81226821651121,Diner
1921,Juhu,19.1,72.83,Pizza Express,19.131893498780688,72.83466849836763,Pizza Place
1922,Juhu,19.1,72.83,Pali Bhavan,19.06208863111207,72.8294592044777,Indian Restaurant
1923,Juhu,19.1,72.83,015's Café,19.1342081469728,72.82610027343061,Comfort Food Restaurant
1924,Juhu,19.1,72.83,Jai Jawan,19.068091901360628,72.83246752337827,Seafood Restaurant
1925,Juhu,19.1,72.83,Fatty Bao,19.065482765017773,72.83227238307614,Asian Restaurant
1926,Juhu,19.1,72.83,Glass House @ Hyatt Hotel,19.10368684595821,72.87161592088513,Restaurant
1927,Juhu,19.1,72.83,Wok Express,19.062319585064923,72.82955517194748,Chinese Restaurant
1928,Juhu,19.1,72.83,Pali Village Café,19.062056,72.829506,Café
1929,Juhu,19.1,72.83,Basil The Italian Cafe,19.109424253865374,72.85322394388633,Café
1930,Juhu,19.1,72.83,"Peshawri Restaurant, Itc, Mumbai",19.10928336415873,72.8698912957299,Indian Restaurant
1931,Juhu,19.1,72.83,Di Bella,19.125454233244547,72.8223460003714,Café
1932,Juhu,19.1,72.83,Global Fusion,19.065174038697997,72.83395584403156,Sushi Restaurant
1933,Juhu,19.1,72.83,Radhe Krishna Chat,19.07531488640619,72.83466870246613,Snack Place
1934,Juhu,19.1,72.83,Jaffer Bhai's Delhi Darbar,19.137714056593047,72.84590930883026,Mughlai Restaurant
1935,Juhu,19.1,72.83,Suzette,19.06152590248658,72.82908067105699,French Restaurant
1936,Juhu,19.1,72.83,Blue Tokai Coffee Roasters,19.060479705182388,72.82432025888302,Café
1937,Juhu,19.1,72.83,Mad Over Donuts,19.125533442429646,72.82228098165848,Donut Shop
1938,Juhu,19.1,72.83,Yoga house,19.065608961136682,72.82478697573748,Café
1939,Juhu,19.1,72.83,Soul Fry,19.06273857286659,72.82809408684619,Seafood Restaurant
1940,Juhu,19.1,72.83,Hearsch Bakery,19.055119886795794,72.82700605766848,Bakery
1941,Juhu,19.1,72.83,Debonairs Pizza,19.12555705959572,72.82244078771572,Pizza Place
1942,Juhu,19.1,72.83,Gondola's,19.06272486255789,72.82817685484878,Restaurant
1943,Juhu,19.1,72.83,Celini,19.076830763570356,72.8517335581244,Italian Restaurant
1944,Juhu,19.1,72.83,Spaghetti Kitchen,19.072907134565693,72.83196346638549,Italian Restaurant
1945,Juhu,19.1,72.83,Barrio,19.136511404003564,72.81014070132593,Restaurant
1946,Juhu,19.1,72.83,Urban Tadka,19.12701051542414,72.82183256427811,Indian Restaurant
1947,Juhu,19.1,72.83,Love And Cheesecake,19.07068328131204,72.82272437684694,Bakery
1948,Juhu,19.1,72.83,The House,19.13101420194339,72.8139107478365,Café
1949,Juhu,19.1,72.83,Mainland China,19.14039064038241,72.8380325219362,Chinese Restaurant
1950,Charkop,19.216182,72.830575,Rajubhai Dhoklawala,19.206948221745883,72.84218821670724,Food
1951,Charkop,19.216182,72.830575,Nirvana,19.224061985426037,72.84777752729212,Indian Restaurant
1952,Charkop,19.216182,72.830575,Kabab Chini,19.23255891484675,72.82746966759335,Restaurant
1953,Charkop,19.216182,72.830575,Jimis Burger,19.191952,72.83374,Burger Joint
1954,Charkop,19.216182,72.830575,Dakshin,19.229799515390372,72.84278318867081,Restaurant
1955,Charkop,19.216182,72.830575,Goan Cart,19.196091370539428,72.83877105584176,Food Truck
1956,Charkop,19.216182,72.830575,Green channel,19.232521476794183,72.82803249235113,Fast Food Restaurant
1957,Charkop,19.216182,72.830575,Mad Over Donuts (MOD),19.21380623155089,72.84060007157454,Donut Shop
1958,Charkop,19.216182,72.830575,Mangesh Vada Pav,19.227294668433654,72.85555478822964,Food Truck
1959,Charkop,19.216182,72.830575,Mahavir Nagar,19.21322085952808,72.84138475549993,Café
1960,Charkop,19.216182,72.830575,Rajendra Fast Food II,19.230868328586766,72.8524969928035,Fast Food Restaurant
1961,Charkop,19.216182,72.830575,Brunch N' Munch,19.193975560107607,72.83619293122258,Breakfast Spot
1962,Charkop,19.216182,72.830575,Gupta's Bhel and Pani Puri House,19.184526837442483,72.84594600021401,Snack Place
1963,Charkop,19.216182,72.830575,café 015,19.195020407470167,72.83406488378958,Italian Restaurant
1964,Charkop,19.216182,72.830575,Garden Court,19.193474709237773,72.8404098302089,Indian Restaurant
