,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
85,Amboli,19.1293,72.8434,Sapre,19.16662147339827,72.84754674423122,Fast Food Restaurant
86,Amboli,19.1293,72.8434,Scrumptious Eatery,19.13585886015648,72.80965332858649,Bakery
87,Amboli,19.1293,72.8434,Le Cirque Signature,19.1099863404606,72.87355461310726,Italian Restaurant
88,Amboli,19.1293,72.8434,Barista,19.150038534503114,72.83136830617241,Café
89,Amboli,19.1293,72.8434,Shri Datta Snacks,19.16393172436743,72.85267324647458,Snack Place
90,Amboli,19.1293,72.8434,The Spare Kitchen,19.10706452945956,72.82585664739476,Restaurant
91,Amboli,19.1293,72.8434,Chaayos,19.133940586140568,72.81127052237414,Café
92,Amboli,19.1293,72.8434,Samvene,19.10805406995919,72.87957777599273,Bagel Shop
93,Amboli,19.1293,72.8434,Kebab Corner,19.124841814096456,72.86466369553679,Indian Restaurant
94,Amboli,19.1293,72.8434,Satkar Rice Plate,19.165100568761734,72.85071422259983,Seafood Restaurant
95,Amboli,19.1293,72.8434,Blue Tokai Coffee Roasters,19.132763,72.81233,Café
96,Amboli,19.1293,72.8434,Khasiyat,19.100524805839562,72.83963009322807,Indian Restaurant
97,Amboli,19.1293,72.8434,Kali Bhaji,19.102823026856715,72.83960190380834,Indian Restaurant
98,Amboli,19.1293,72.8434,Burger King,19.107589968755946,72.88284726769875,Fast Food Restaurant
99,Amboli,19.1293,72.8434,Sai Veg World,19.164900980273732,72.85040601689971,Indian Restaurant
100,"Chakala, Andheri",19.111388,72.860833,Peshawari,19.10395400387377,72.86987902868673,Indian Restaurant
101,"Chakala, Andheri",19.111388,72.860833,"Peshawri Restaurant, Itc, Mumbai",19.10928336415873,72.8698912957299,Indian Restaurant
102,"Chakala, Andheri",19.111388,72.860833,Glass House @ Hyatt Hotel,19.10368684595821,72.87161592088513,Restaurant
103,"Chakala, Andheri",19.111388,72.860833,Merwans Cake shop,19.119300215885474,72.84541776016009,Bakery
104,"Chakala, Andheri",19.111388,72.860833,Narayan Sandwich,19.121397691078766,72.85027035501028,Sandwich Place
105,"Chakala, Andheri",19.111388,72.860833,Gajalee,19.10369200713705,72.85167550882265,Seafood Restaurant
106,"Chakala, Andheri",19.111388,72.860833,Citrus Café,19.10914485064099,72.8741480606626,Indian Restaurant
107,"Chakala, Andheri",19.111388,72.860833,Pan Asian,19.104424065333735,72.86975055081648,Asian Restaurant
108,"Chakala, Andheri",19.111388,72.860833,Babu Cha Vada,19.1033126238013,72.84857615037404,Snack Place
109,"Chakala, Andheri",19.111388,72.860833,The Good Food Co.,19.098453349622396,72.84576866155109,Café
110,"Chakala, Andheri",19.111388,72.860833,Gajalee Coastal Food Annexure,19.117567194128657,72.86748485224203,Seafood Restaurant
111,"Chakala, Andheri",19.111388,72.860833,Gulati Sweets and Snacks,19.123231,72.864335,Indian Restaurant
112,"Chakala, Andheri",19.111388,72.860833,Khau galli,19.10038667062046,72.84267717056767,Food Truck
113,"Chakala, Andheri",19.111388,72.860833,Le Cirque Signature,19.1099863404606,72.87355461310726,Italian Restaurant
114,"Chakala, Andheri",19.111388,72.860833,Me Marathi,19.102417701434753,72.84654118690055,Maharashtrian Restaurant
115,"Chakala, Andheri",19.111388,72.860833,Samvene,19.10805406995919,72.87957777599273,Bagel Shop
116,"Chakala, Andheri",19.111388,72.860833,Basil The Italian Cafe,19.109424253865374,72.85322394388633,Café
117,"Chakala, Andheri",19.111388,72.860833,J W Cafe,19.103211778505766,72.87750391468353,Restaurant
118,"Chakala, Andheri",19.111388,72.860833,Maharaja Restaurant,19.116154809545993,72.85581626501495,Indian Restaurant
119,"Chakala, Andheri",19.111388,72.860833,Burger King,19.107589968755946,72.88284726769875,Fast Food Restaurant
120,"Chakala, Andheri",19.111388,72.860833,Anand Dosa,19.102981786665428,72.83686050799356,Breakfast Spot
121,"Chakala, Andheri",19.111388,72.860833,Shanghai,19.104778659219615,72.84852180117035,Chinese Restaurant
122,"Chakala, Andheri",19.111388,72.860833,Stax,19.103658594428307,72.87161375246681,Italian Restaurant
123,"Chakala, Andheri",19.111388,72.860833,King chilly,19.11065238563932,72.85296431874953,Chinese Restaurant
124,"Chakala, Andheri",19.111388,72.860833,The Chocolate Heaven,19.104219376484483,72.83675861374584,Café
125,"Chakala, Andheri",19.111388,72.860833,Prithvi Cafe,19.106153210060764,72.82586610755753,Café
126,"Chakala, Andheri",19.111388,72.860833,Lucky Sandwich,19.10027443707427,72.8425053618019,Sandwich Place
127,"Chakala, Andheri",19.111388,72.860833,Mahesh Lunch Home,19.10367993652122,72.82679442182634,Seafood Restaurant
128,"Chakala, Andheri",19.111388,72.860833,Dakshinayan,19.112771842540127,72.82565306659686,Indian Restaurant
129,"Chakala, Andheri",19.111388,72.860833,Hit & Run,19.107787469190956,72.86333266520172,Falafel Restaurant
130,"Chakala, Andheri",19.111388,72.860833,Jaffer Bhai's Delhi Darbar,19.137714056593047,72.84590930883026,Mughlai Restaurant
131,"Chakala, Andheri",19.111388,72.860833,Radha Krishna Veg Restaurant,19.115130144160013,72.84305962889206,Indian Restaurant
132,"Chakala, Andheri",19.111388,72.860833,Baluchi,19.10554010860746,72.87528529491198,Indian Restaurant
133,"Chakala, Andheri",19.111388,72.860833,Joey's Pizza,19.126762155150107,72.83000121236746,Pizza Place
134,"Chakala, Andheri",19.111388,72.860833,Gajalee,19.10382741461241,72.83102812899264,Seafood Restaurant
135,"Chakala, Andheri",19.111388,72.860833,Lotus Café,19.101771937861287,72.82566422851737,Indian Restaurant
136,"Chakala, Andheri",19.111388,72.860833,Pizza Express,19.107447757123097,72.88345355722812,Italian Restaurant
137,"Chakala, Andheri",19.111388,72.860833,Arola @ JW Marriott,19.101647327380633,72.8254768604747,Spanish Restaurant
138,"Chakala, Andheri",19.111388,72.860833,Faaso's,19.113938442040993,72.86232968704125,Fast Food Restaurant
139,"Chakala, Andheri",19.111388,72.860833,5 Spice,19.10639930536456,72.8845090094163,Chinese Restaurant
140,"Chakala, Andheri",19.111388,72.860833,Shawarma Factory,19.124590572173467,72.8403981304492,Falafel Restaurant
141,"Chakala, Andheri",19.111388,72.860833,Shree Gangour Sweets,19.115077614539207,72.83436582858621,Indian Restaurant
142,"Chakala, Andheri",19.111388,72.860833,Hard Rock Cafe Andheri,19.13599450781993,72.8353350383582,American Restaurant
143,"Chakala, Andheri",19.111388,72.860833,Summer Harvest,19.096881619639312,72.85035985331969,Indian Restaurant
144,"Chakala, Andheri",19.111388,72.860833,B'wiched,19.111256543078373,72.82661517207845,American Restaurant
145,"Chakala, Andheri",19.111388,72.860833,Amreli,19.096166320277817,72.87467378875775,Fast Food Restaurant
146,"Chakala, Andheri",19.111388,72.860833,Shiv Sagar,19.09837282774542,72.84621970281538,Indian Restaurant
147,"Chakala, Andheri",19.111388,72.860833,Global Fusion,19.108244004465607,72.88317819041956,Restaurant
148,"Chakala, Andheri",19.111388,72.860833,Chilly & Onion restaurant,19.131109687937652,72.86912325869923,Asian Restaurant
149,"Chakala, Andheri",19.111388,72.860833,LOVE SUGAR DOUGH,19.097939226275706,72.84587506558769,Bakery
150,"Chakala, Andheri",19.111388,72.860833,China Gate,19.11859711445652,72.86988816192876,Asian Restaurant
151,"Chakala, Andheri",19.111388,72.860833,Ram Krishna Hotel,19.09870165534156,72.84452835911915,Indian Restaurant
152,"Chakala, Andheri",19.111388,72.860833,Bisleri Chaatwala,19.110538098443268,72.85406051188238,Food Truck
153,"Chakala, Andheri",19.111388,72.860833,Pizza Express,19.131893498780688,72.83466849836763,Pizza Place
154,"Chakala, Andheri",19.111388,72.860833,"5 Spice , Bandra",19.130421080343595,72.84720633881638,Chinese Restaurant
155,"Chakala, Andheri",19.111388,72.860833,Indigo Delicatessen,19.1364504468811,72.82756504045669,Mediterranean Restaurant
156,"Chakala, Andheri",19.111388,72.860833,Mainland China,19.14039064038241,72.8380325219362,Chinese Restaurant
157,"Chakala, Andheri",19.111388,72.860833,Great Wall,19.109154003104717,72.87415004470053,Chinese Restaurant
158,"Chakala, Andheri",19.111388,72.860833,Kebab Corner,19.124841814096456,72.86466369553679,Indian Restaurant
159,"Chakala, Andheri",19.111388,72.860833,Sun Moon & Potatoes,19.12409661222563,72.86988272955683,Italian Restaurant
160,"Chakala, Andheri",19.111388,72.860833,Dum Pukth,19.10406987143994,72.86982150430973,Indian Restaurant
161,"Chakala, Andheri",19.111388,72.860833,Bistro 1 Cafe,19.136656435439225,72.82913638330596,Café
162,"Chakala, Andheri",19.111388,72.860833,Khasiyat,19.100524805839562,72.83963009322807,Indian Restaurant
163,"Chakala, Andheri",19.111388,72.860833,Gurukripa,19.11686555161323,72.88930157762846,Indian Restaurant
164,"Chakala, Andheri",19.111388,72.860833,TFB,19.106159052044173,72.88467114306954,Fast Food Restaurant
165,"Chakala, Andheri",19.111388,72.860833,Jacky Bhel Puri,19.11363278970635,72.83470196944536,Indian Restaurant
166,"Chakala, Andheri",19.111388,72.860833,Benzys,19.120164868254616,72.88009965676395,Indian Restaurant
167,"Chakala, Andheri",19.111388,72.860833,Tiwari Bros. Mithaiwala,19.115056269910802,72.8344956058685,Indian Restaurant
168,"Chakala, Andheri",19.111388,72.860833,Naaz Hotel,19.084781503065777,72.8892339015137,Indian Restaurant
169,"Chakala, Andheri",19.111388,72.860833,Kali Bhaji,19.102823026856715,72.83960190380834,Indian Restaurant
170,"Chakala, Andheri",19.111388,72.860833,Olio,19.108843595181746,72.82392931219455,Italian Restaurant
171,"Chakala, Andheri",19.111388,72.860833,Harish: Restaurant & Bar,19.10851908963802,72.8403827444371,Seafood Restaurant
172,"Chakala, Andheri",19.111388,72.860833,Sandwizzaa,19.08070030358886,72.84041405733342,Sandwich Place
173,"Chakala, Andheri",19.111388,72.860833,Bombay Baking Company,19.101835704267714,72.82592211594061,Bakery
174,"Chakala, Andheri",19.111388,72.860833,Nandu Dosa,19.1165819791634,72.82704994833412,Diner
175,"Chakala, Andheri",19.111388,72.860833,015's Café,19.1342081469728,72.82610027343061,Comfort Food Restaurant
176,"Chakala, Andheri",19.111388,72.860833,The Coffee Bean & Tea Leaf,19.11062745905693,72.82528211526264,Café
177,"Chakala, Andheri",19.111388,72.860833,Joss,19.085573692737334,72.83469121072112,Japanese Restaurant
178,"Chakala, Andheri",19.111388,72.860833,Spirit Kitchen & Bar,19.106812165160576,72.88116503339843,Indian Restaurant
179,"Chakala, Andheri",19.111388,72.860833,Barbeque Nation,19.107612906758266,72.88402422433657,BBQ Joint
180,"Chakala, Andheri",19.111388,72.860833,Tanjore Tiffin Room,19.128438,72.81715,South Indian Restaurant
181,"Chakala, Andheri",19.111388,72.860833,Alfredos Bar & Diner,19.139471751527417,72.8315149191101,Diner
182,"Chakala, Andheri",19.111388,72.860833,Cafe Mangii,19.12026013177446,72.90705213863036,Italian Restaurant
183,"Chakala, Andheri",19.111388,72.860833,Estella,19.090822204938927,72.82710681607999,Australian Restaurant
184,"Chakala, Andheri",19.111388,72.860833,Namak,19.09561883482252,72.85395589295454,Indian Restaurant
185,"Chakala, Andheri",19.111388,72.860833,Subway,19.100888273706282,72.83939996185501,Sandwich Place
186,"Chakala, Andheri",19.111388,72.860833,Facing East,19.110120035881774,72.82745431250346,Chinese Restaurant
187,"Chakala, Andheri",19.111388,72.860833,Masala Library,19.068930524673345,72.86973766149534,Indian Restaurant
188,"Chakala, Andheri",19.111388,72.860833,Mad Over Donuts,19.092991778695207,72.8561778814391,Donut Shop
189,"Chakala, Andheri",19.111388,72.860833,Barbeque Nation,19.136210861270595,72.83345280721782,BBQ Joint
190,"Chakala, Andheri",19.111388,72.860833,Romano's,19.103115186318856,72.87740772320647,Italian Restaurant
191,"Chakala, Andheri",19.111388,72.860833,Cafe Arfa,19.12893009094341,72.84714004510111,Indian Restaurant
192,"Chakala, Andheri",19.111388,72.860833,Global Fusion China Gate Restaurant,19.123717670772518,72.86990283382454,Asian Restaurant
193,"Chakala, Andheri",19.111388,72.860833,Celini,19.076830763570356,72.8517335581244,Italian Restaurant
194,"Chakala, Andheri",19.111388,72.860833,Chakra Restaurant & Bar,19.1034718702735,72.88620503396372,Indian Restaurant
195,"Chakala, Andheri",19.111388,72.860833,Mirchi And Mime,19.120019581790373,72.90744773182578,North Indian Restaurant
196,"Chakala, Andheri",19.111388,72.860833,Fareed Seekh Kebab,19.14333600769705,72.83794296972663,Indian Restaurant
197,"Chakala, Andheri",19.111388,72.860833,Curry Twist,19.10326444705734,72.88622571373216,Vegetarian / Vegan Restaurant
198,"Chakala, Andheri",19.111388,72.860833,Tirupati Dosa Center,19.12826918546156,72.81685418152304,Indian Restaurant
199,"Chakala, Andheri",19.111388,72.860833,Mainland China,19.141313950168616,72.83256234609917,Chinese Restaurant
200,D.N. Nagar,19.124085,72.831373,Joey's Pizza,19.126762155150107,72.83000121236746,Pizza Place
201,D.N. Nagar,19.124085,72.831373,Dakshinayan,19.112771842540127,72.82565306659686,Indian Restaurant
202,D.N. Nagar,19.124085,72.831373,Indigo Delicatessen,19.1364504468811,72.82756504045669,Mediterranean Restaurant
203,D.N. Nagar,19.124085,72.831373,Merwans Cake shop,19.119300215885474,72.84541776016009,Bakery
204,D.N. Nagar,19.124085,72.831373,Hard Rock Cafe Andheri,19.13599450781993,72.8353350383582,American Restaurant
205,D.N. Nagar,19.124085,72.831373,Bistro 1 Cafe,19.136656435439225,72.82913638330596,Café
206,D.N. Nagar,19.124085,72.831373,Prithvi Cafe,19.106153210060764,72.82586610755753,Café
207,D.N. Nagar,19.124085,72.831373,Pizza Express,19.131893498780688,72.83466849836763,Pizza Place
208,D.N. Nagar,19.124085,72.831373,Tanjore Tiffin Room,19.128438,72.81715,South Indian Restaurant
209,D.N. Nagar,19.124085,72.831373,015's Café,19.1342081469728,72.82610027343061,Comfort Food Restaurant
210,D.N. Nagar,19.124085,72.831373,B'wiched,19.111256543078373,72.82661517207845,American Restaurant
211,D.N. Nagar,19.124085,72.831373,Mahesh Lunch Home,19.10367993652122,72.82679442182634,Seafood Restaurant
212,D.N. Nagar,19.124085,72.831373,Shree Gangour Sweets,19.115077614539207,72.83436582858621,Indian Restaurant
213,D.N. Nagar,19.124085,72.831373,Nandu Dosa,19.1165819791634,72.82704994833412,Diner
214,D.N. Nagar,19.124085,72.831373,Tirupati Dosa Center,19.12826918546156,72.81685418152304,Indian Restaurant
215,D.N. Nagar,19.124085,72.831373,Shawarma Factory,19.124590572173467,72.8403981304492,Falafel Restaurant
216,D.N. Nagar,19.124085,72.831373,Narayan Sandwich,19.121397691078766,72.85027035501028,Sandwich Place
217,D.N. Nagar,19.124085,72.831373,Mainland China,19.14039064038241,72.8380325219362,Chinese Restaurant
218,D.N. Nagar,19.124085,72.831373,Jaffer Bhai's Delhi Darbar,19.137714056593047,72.84590930883026,Mughlai Restaurant
219,D.N. Nagar,19.124085,72.831373,Lotus Café,19.101771937861287,72.82566422851737,Indian Restaurant
220,D.N. Nagar,19.124085,72.831373,Alfredos Bar & Diner,19.139471751527417,72.8315149191101,Diner
221,D.N. Nagar,19.124085,72.831373,Jam Jar Diner,19.132830122875927,72.81226821651121,Diner
222,D.N. Nagar,19.124085,72.831373,Eden Bakery,19.142848081704912,72.82476443571024,Bakery
223,D.N. Nagar,19.124085,72.831373,Arola @ JW Marriott,19.101647327380633,72.8254768604747,Spanish Restaurant
224,D.N. Nagar,19.124085,72.831373,Di Bella,19.125454233244547,72.8223460003714,Café
225,D.N. Nagar,19.124085,72.831373,Gajalee,19.10382741461241,72.83102812899264,Seafood Restaurant
226,D.N. Nagar,19.124085,72.831373,Anand Dosa,19.102981786665428,72.83686050799356,Breakfast Spot
227,D.N. Nagar,19.124085,72.831373,Barbeque Nation,19.136210861270595,72.83345280721782,BBQ Joint
228,D.N. Nagar,19.124085,72.831373,Mad Over Donuts,19.14264386893489,72.82476738600698,Donut Shop
229,D.N. Nagar,19.124085,72.831373,Olio,19.108843595181746,72.82392931219455,Italian Restaurant
230,D.N. Nagar,19.124085,72.831373,Mad Over Donuts,19.125533442429646,72.82228098165848,Donut Shop
231,D.N. Nagar,19.124085,72.831373,The Chocolate Heaven,19.104219376484483,72.83675861374584,Café
232,D.N. Nagar,19.124085,72.831373,Debonairs Pizza,19.12555705959572,72.82244078771572,Pizza Place
233,D.N. Nagar,19.124085,72.831373,Urban Tadka,19.12701051542414,72.82183256427811,Indian Restaurant
234,D.N. Nagar,19.124085,72.831373,The Coffee Bean & Tea Leaf,19.11062745905693,72.82528211526264,Café
235,D.N. Nagar,19.124085,72.831373,Tiwari Bros. Mithaiwala,19.115056269910802,72.8344956058685,Indian Restaurant
236,D.N. Nagar,19.124085,72.831373,Barrio,19.136511404003564,72.81014070132593,Restaurant
237,D.N. Nagar,19.124085,72.831373,Banana Leaf,19.12515498243111,72.82258041206991,Vegetarian / Vegan Restaurant
238,D.N. Nagar,19.124085,72.831373,The Calcutta Club,19.148738212949493,72.83143562237763,Bengali Restaurant
239,D.N. Nagar,19.124085,72.831373,Jacky Bhel Puri,19.11363278970635,72.83470196944536,Indian Restaurant
240,D.N. Nagar,19.124085,72.831373,Khau galli,19.10038667062046,72.84267717056767,Food Truck
241,D.N. Nagar,19.124085,72.831373,The House,19.13101420194339,72.8139107478365,Café
242,D.N. Nagar,19.124085,72.831373,Pratap's The Dhaba,19.14887624830474,72.83209746279675,Indian Restaurant
243,D.N. Nagar,19.124085,72.831373,Mainland China,19.141313950168616,72.83256234609917,Chinese Restaurant
244,D.N. Nagar,19.124085,72.831373,Shabri Veg Restaurant,19.13615756813534,72.8271702616078,Indian Restaurant
245,D.N. Nagar,19.124085,72.831373,Le15 Patisserie,19.15251493490186,72.83092221126502,Bakery
246,D.N. Nagar,19.124085,72.831373,Radha Krishna Veg Restaurant,19.115130144160013,72.84305962889206,Indian Restaurant
247,D.N. Nagar,19.124085,72.831373,Indigo Deli,19.13642952061536,72.82755288854011,Italian Restaurant
248,D.N. Nagar,19.124085,72.831373,Facing East,19.110120035881774,72.82745431250346,Chinese Restaurant
249,D.N. Nagar,19.124085,72.831373,The Good Food Co.,19.098453349622396,72.84576866155109,Café
250,D.N. Nagar,19.124085,72.831373,KFC,19.13526761679155,72.83293660965955,Fast Food Restaurant
251,D.N. Nagar,19.124085,72.831373,Fareed Seekh Kebab,19.14333600769705,72.83794296972663,Indian Restaurant
252,D.N. Nagar,19.124085,72.831373,China Gate,19.140098188844455,72.83153912383088,Chinese Restaurant
253,D.N. Nagar,19.124085,72.831373,Bombay Baking Company,19.101835704267714,72.82592211594061,Bakery
254,D.N. Nagar,19.124085,72.831373,Babu Cha Vada,19.1033126238013,72.84857615037404,Snack Place
255,D.N. Nagar,19.124085,72.831373,"5 Spice , Bandra",19.130421080343595,72.84720633881638,Chinese Restaurant
256,D.N. Nagar,19.124085,72.831373,Me Marathi,19.102417701434753,72.84654118690055,Maharashtrian Restaurant
257,D.N. Nagar,19.124085,72.831373,Gajalee,19.10369200713705,72.85167550882265,Seafood Restaurant
