,0,1,2
0,12,6.890287289800935,619371.1666666666
1,13,7.823704672974213,624898.6153846154
2,12,8.11436629616224,633274.0
3,12,8.235700286563425,619371.1666666666
4,13,7.421140305204036,624898.6153846154
5,11,7.66173552202881,628005.4545454545
6,12,8.052025710870426,633274.0
7,11,8.36709984319732,628005.4545454545
8,11,8.23062917805464,628005.4545454545
9,12,7.370869207177273,619371.1666666666
10,13,7.612040358907573,624898.6153846154
11,13,8.523025905514698,606952.7692307691
12,11,8.113907271825198,628005.4545454545
13,11,8.432246787705377,628005.4545454545
14,12,8.257653939386984,633274.0
15,9,7.887611593431285,612253.7777777778
16,13,8.380712967712189,592047.8461538461
17,9,7.544835352511033,612253.7777777778
18,12,8.177762832416025,633274.0
19,10,8.002421750466766,628850.2999999999
20,11,9.177402703636442,613312.2727272727
21,12,7.521230318595362,619371.1666666666
22,11,8.095689215190577,628005.4545454545
23,9,7.716234416692683,612253.7777777778
24,9,7.883364878260737,612253.7777777778
25,13,8.246021733619585,592047.8461538461
26,12,8.097468403144525,608374.9166666666
27,12,6.878860893947432,619371.1666666666
28,14,7.990513435429302,591893.5
29,12,7.455748825000025,609632.5000000001
30,11,7.886213596919175,628005.4545454545
31,14,7.653397734385252,564555.2857142857
32,14,8.014985328915872,591893.5
33,11,8.131161504418975,628005.4545454545
34,11,9.199157923379998,613312.2727272727
35,13,8.28399862299649,592047.8461538461
36,9,7.616571986994582,612253.7777777778
37,13,8.47422141966325,606952.7692307691
38,9,9.113668742725071,612253.7777777778
39,13,7.93108558115501,592047.8461538461
40,14,7.486928318428739,564555.2857142857
41,13,8.295205191040703,592047.8461538461
42,12,6.768201522754377,587476.5833333333
43,12,6.710491842823969,587476.5833333333
44,11,8.394086702079019,628005.4545454545
45,12,7.105396704869194,595921.6666666666
46,11,8.367569963031006,628005.4545454545
47,12,7.511282430731122,619371.1666666666
48,11,8.111633810340193,628005.4545454545
49,12,7.204216810439704,595921.6666666666
50,12,7.496011526043113,619371.1666666666
51,12,6.715688321382733,587476.5833333333
52,11,8.527556186996184,628005.4545454545
53,11,8.174550898079605,628005.4545454545
54,12,8.251582498465247,608374.9166666666
55,7,8.492396352193229,621062.8571428572
56,9,7.549432402262643,612253.7777777778
57,13,7.462153663814083,624898.6153846154
58,10,8.288438983361711,628850.2999999999
59,10,7.87922729558761,628850.2999999999
60,10,7.93962397426408,628850.2999999999
61,11,8.537171142188047,628005.4545454545
62,12,8.184476553117724,608374.9166666666
63,11,8.631660499333105,628005.4545454545
64,11,8.520147625861792,628005.4545454545
65,12,7.132586789101915,595921.6666666666
66,10,9.265865587291515,628850.2999999999
67,13,7.747076528572275,595457.4615384616
68,12,6.737613498062717,587476.5833333333
69,14,7.660735912206396,564555.2857142857
70,11,8.253911064817745,618325.5454545454
71,12,6.9028941359064495,587476.5833333333
72,11,8.492477350199765,628005.4545454545
73,12,8.014346628556298,608374.9166666666
74,12,7.702581881871536,647914.5
75,13,8.265814367421042,592047.8461538461
76,9,8.128963963272383,612253.7777777778
77,12,7.2804044616165635,595921.6666666666
78,12,6.920811508693599,587476.5833333333
79,9,9.052282358261209,612253.7777777778
80,9,7.633487946774956,612253.7777777778
81,12,7.111716001278871,595921.6666666666
82,10,7.320672722374618,646418.9
83,12,7.075634176655009,619371.1666666666
84,12,8.174276483891274,608374.9166666666
85,9,7.090810495356855,603795.3333333333
86,7,8.556842207275132,621062.8571428572
87,12,7.28499324350545,595921.6666666666
88,9,7.597098415983609,612253.7777777778
89,10,7.557098544956956,621237.7
90,13,8.40478374174361,592047.8461538461
91,9,9.238108505537033,612253.7777777778
92,11,6.975463815584961,602424.1818181819
93,13,7.874710746035243,624028.1538461539
94,10,7.583046890510497,621237.7
95,9,9.105982926666401,612253.7777777778
96,14,7.819799613320579,591893.5
97,14,7.857583843273732,591893.5
98,11,7.135741330428731,602424.1818181819
99,10,7.578616026076778,621237.7
100,12,7.253101173147406,595921.6666666666
101,12,7.132024020059764,595921.6666666666
102,12,7.055208088764689,595921.6666666666
103,12,7.23475556760959,595921.6666666666
104,11,7.164896348388323,602424.1818181819
105,13,7.541208790868357,595457.4615384616
106,11,7.224657012903273,602424.1818181819
107,11,6.056310780761351,587257.4545454546
108,12,7.0500276196579525,595921.6666666666
109,13,7.088037899361802,577511.6153846153
110,11,7.159037700776006,602424.1818181819
111,14,7.468935999710252,564555.2857142857
112,11,6.962002384314626,602424.1818181819
113,14,7.514470809800015,564555.2857142857
114,12,6.93897676852441,587476.5833333333
115,12,7.280610486897117,595921.6666666666
116,13,7.977063287966306,594587.0
117,12,7.106476053868849,595921.6666666666
118,10,7.142574708869053,628927.3999999999
119,11,7.23368517017596,602424.1818181819
120,10,6.727859073824082,628927.3999999999
121,11,7.218407193368522,610291.8181818182
122,13,6.631268010792066,562606.6923076923
123,13,7.16980061760841,562606.6923076923
124,11,7.043016218086668,602424.1818181819
125,11,7.202659899062088,602424.1818181819
126,9,7.740692730757514,606291.7777777779
127,13,7.892659696980747,592047.8461538461
128,11,6.054370149441127,587257.4545454546
129,14,7.836510853382625,591893.5
130,13,6.964200299896335,562606.6923076923
131,11,5.997263879567473,587257.4545454546
132,12,7.247755133038507,595921.6666666666
133,13,7.574414138302386,624898.6153846154
134,13,7.967871535447837,594587.0
135,13,6.40704780321013,562606.6923076923
136,11,7.314917538197139,602424.1818181819
137,9,7.762120861338049,606291.7777777779
138,11,7.3142851930229895,602424.1818181819
139,12,8.228201671269455,608374.9166666666
140,12,8.251379666592552,608374.9166666666
141,13,8.286295484638629,592047.8461538461
142,9,9.185325360494687,612253.7777777778
143,13,8.321659591737546,592047.8461538461
144,13,8.363098612945294,592047.8461538461
145,13,8.084424851039232,592047.8461538461
146,13,7.463302741966574,562606.6923076923
147,10,7.548040734645306,646418.9
148,10,8.443945173106075,603746.2
149,9,7.915207081930589,606291.7777777779
150,9,8.14027128440028,606291.7777777779
151,9,7.749740389676907,606291.7777777779
152,9,7.605843209398978,606291.7777777779
153,9,8.158414462034866,606291.7777777779
154,9,8.110701406119864,606291.7777777779
155,9,7.8499656996107525,606291.7777777779
156,9,7.413052219857969,606291.7777777779
157,9,8.001921054974904,606291.7777777779
158,9,7.840628141262471,606291.7777777779
159,9,7.560866303474631,606291.7777777779
160,9,8.102823132065831,606291.7777777779
161,9,8.664830612163849,622179.1111111111
162,9,7.915223908580018,606291.7777777779
163,10,9.023391389442324,618162.0
164,11,7.350307160038085,602424.1818181819
165,10,7.98496103075793,618881.6
166,9,8.401674331396537,606291.7777777779
167,9,8.704847218408196,622179.1111111111
168,10,8.064230251605329,618881.6
169,11,7.097268379051796,602424.1818181819
