,Venue,Venue Latitude,Venue Longitude,Venue Category
399,Wai Yu Mun Ching,19.084403012967847,72.8296315412298,Thai Restaurant
496,Sudama Restaurant,19.162545218846432,72.84658623279893,Indian Restaurant
512,Mehman Nawazi,19.11148457554709,72.90899993707585,Indian Restaurant
518,Aromas Café,19.11694098338812,72.91008154411433,Café
520,Mantra,19.123284182413464,72.9129269807238,Indian Restaurant
521,Mia Cucina,19.12016998507553,72.90721688676344,Italian Restaurant
528,Fratelli Fresh Italian Restaurant,19.13482962210643,72.90195149156897,Italian Restaurant
534,Bijoli Grills,19.122231031677828,72.9134318245623,Seafood Restaurant
536,Fatty Bao,19.123644222158457,72.91237546123511,Sushi Restaurant
538,Mad over Donuts,19.11584677419096,72.90880473391296,Donut Shop
540,Skky,19.135840640413694,72.8984938458943,Restaurant
541,Le Pain Quotidien,19.118579651968165,72.91162436957893,Bakery
543,Subway,19.115688259438144,72.90862161109729,Sandwich Place
544,Nawab Saheb,19.13428712086937,72.90133063658517,Indian Restaurant
545,The Campus Hub,19.13461120002768,72.9100543098658,Food Court
546,Urban Tadka,19.099458499841138,72.91621488465196,Indian Restaurant
551,K-3 Snacks & Sweets,19.11672440013409,72.91003850032811,Snack Place
552,Abhinandan Dining Bar,19.09636091375095,72.9152250388655,Diner
555,Pop Tate's,19.10385253269812,72.88665166499476,American Restaurant
557,Khau Galli,19.08016027471205,72.90548945975637,Food Truck
558,Coffee Shack,19.131952312852505,72.91543232296566,Café
561,Banana Leaf,19.099694589434694,72.91691102050977,Vegetarian / Vegan Restaurant
563,Mad Over Donuts,19.08781197164128,72.90490865707397,Donut Shop
564,Domino's Pizza,19.107072251054824,72.88218828427475,Pizza Place
566,Poptate's,19.086922534137138,72.88880023545461,American Restaurant
567,Asia Kitchen & Bar,19.104699309777107,72.88637605160552,Indian Chinese Restaurant
568,Zaffran,19.099894852548502,72.91646256434406,Afghan Restaurant
570,TIARA,19.117773567462933,72.91113075897094,Indian Restaurant
571,Sigree Global Grill,19.116539227128687,72.90987969640774,Indian Restaurant
574,Cafe Pico,19.086899678424196,72.8888476414796,Café
575,212 All Day,19.08633818631618,72.88907314095658,Café
576,Utsav Cuisine,19.118324275701735,72.90643711153825,Indian Restaurant
578,Meghdoot,19.08716473741727,72.90859737102743,Indian Restaurant
584,Gulmohar cafeteria,19.13007030096963,72.91531039648797,Indian Restaurant
585,Indigo Deli,19.09957115199682,72.91684246664703,Diner
586,Mainland China,19.115696307238576,72.90868745063999,Chinese Restaurant
587,zaffran,19.09224633734609,72.91192091052888,Indian Restaurant
588,Red Olives Powai,19.11643316213725,72.90906571377762,Restaurant
589,Madeira & Mime,19.12018466956368,72.90712780552872,Gastropub
590,Cafe Bean Garu,19.11835527689945,72.91154043321895,Restaurant
591,Shvatra,19.099553116334707,72.91611662550383,Indian Restaurant
593,Laxmi Next Veg Restaurant,19.124669647956622,72.9157499476199,Indian Restaurant
594,Darshan,19.0826659247383,72.88532278283878,Chinese Restaurant
595,Taco Bell,19.099378650367843,72.91659594152773,Fast Food Restaurant
598,Red Olive,19.115952895474074,72.90898168289941,Indian Restaurant
599,Saffron Eatery And Bar,19.135743368910617,72.87359458375093,Restaurant
639,Smoke House Deli (BKC),19.068783355242363,72.86966541181835,Deli / Bodega
649,SodaBottleOpenerWala,19.06363234577876,72.86240333942565,Irani Cafe
652,Yauatcha,19.061370373594787,72.86268046846791,Dim Sum Restaurant
661,IVY Restaurant & Banquets,19.069663288262202,72.900534957865,Restaurant
665,CinCin,19.061261638732677,72.86268363872627,Italian Restaurant
674,Mad Over Donuts,19.09216152342403,72.85464406013489,Donut Shop
676,Fifty Five East,19.077173724734486,72.85143129562927,Thai Restaurant
678,Botticino - Trident Hotel,19.066639337277696,72.86721444289361,Italian Restaurant
690,Maya,19.066857171507067,72.86699446870406,Indian Restaurant
693,Delhi Zaika,19.077053790599823,72.87826023582745,Indian Restaurant
694,China House,19.077333823832692,72.85201844170551,Chinese Restaurant
798,Pizza Hut,19.14988532271884,72.85626442203603,Pizza Place
799,Sandwizza,19.107098110491293,72.85193620047487,Sandwich Place
899,Le Pain Quotidien,19.07885768117065,72.82990923188731,French Restaurant
900,Ratnagiri Malwani Food,19.287782096924975,72.86457794466173,Indian Restaurant
901,McDonald's,19.287089342254923,72.86744535145054,Fast Food Restaurant
902,Burrtos,19.27321373389746,72.86656253243721,Mexican Restaurant
903,Pritam's Dhaba,19.301969302598472,72.90512260228739,Indian Restaurant
904,Ustad's Kebabs And Chinese,19.254842155678308,72.8489668091225,BBQ Joint
905,Martin's - The Chinese Nook,19.283487685975587,72.86303180104946,Chinese Restaurant
906,Majestic Bar and Restaurant,19.254630173307756,72.85398512471016,Indian Restaurant
907,Pangat,19.240060476064812,72.8647452506546,Seafood Restaurant
908,Subway,19.258144220998982,72.85303361623885,Sandwich Place
909,Hotel Ravindra,19.251242475441714,72.86362992713926,Indian Restaurant
910,Domino's Pizza,19.291,72.871,Pizza Place
911,Borivali Biriyani Centre (BBC),19.275156270272387,72.91599638053064,Indian Restaurant
912,Khau Gully,19.261275608640812,72.87320270628997,Food Truck
913,West Coast Restaurant,19.25766657460894,72.85187004381474,Indian Restaurant
914,Domino's Pizza,19.29430415540552,72.85975198238889,Pizza Place
915,Dara's Dhaba,19.27607425840922,72.88791571332087,Dhaba
916,Sai Palace Garden Restaurant,19.27599610315027,72.89047437954406,Food Court
917,Northern Tadka,19.263569655663606,72.8743410121519,Indian Restaurant
918,Delhi Darbar,19.278798498476256,72.89134312238032,Indian Restaurant
919,Velkar Farms,19.285649625129555,72.90151593055285,Indian Restaurant
920,Domino's Pizza,19.280705625315576,72.87575441464581,Pizza Place
921,Majestic NX,19.2442347251412,72.85080587900131,Indian Restaurant
922,Munna Andawala,19.255479,72.848951,Fast Food Restaurant
923,Borivali Biryani Center,19.275109126120725,72.91613558014568,Indian Restaurant
924,Pizza Hut,19.286102032003697,72.86891055567281,Pizza Place
925,Sanjhi,19.258041593094006,72.8612125522309,Chinese Restaurant
926,Sea N Rock,19.281017127144906,72.90224578968137,Restaurant
927,McDonald's,19.263227272434236,72.87411337311673,Fast Food Restaurant
928,Chotu's Kitchen,19.243657710602214,72.85183286273795,Chinese Restaurant
929,Express Inn,19.283801279721253,72.90535174405082,Indian Restaurant
930,McDonald's,19.295325104108777,72.84874104420369,Fast Food Restaurant
931,Kinara Dhaba,19.302062223951907,72.90359290961423,Indian Restaurant
932,KFC,19.294823147157675,72.84941608072185,Fast Food Restaurant
933,Cafe Coffee Day,19.28344735510563,72.86288289566423,Café
934,Pali Village,19.280469002265242,72.89080385255443,Indian Restaurant
935,Subway,19.287304283998356,72.86740241969014,Sandwich Place
936,Fountain,19.284775494173303,72.90435312271515,Indian Restaurant
937,Zaika,19.294864017062473,72.84978543557978,Restaurant
938,McDonald's,19.25807239446158,72.85293691384483,Fast Food Restaurant
939,Cafe Coffee Day,19.24913592838122,72.85961640405797,Café
940,Cafe Coffee Day,19.2875344989175,72.86783051460502,Café
941,Pritam's Dhaba NH8,19.301935756160532,72.90506814573044,Indian Restaurant
942,Cafe Coffee Day,19.241332114592574,72.8583644643876,Café
943,Masterchef,19.258630835920528,72.85331983963738,Restaurant
944,Nh 8,19.300638830100215,72.90576516314418,Food
945,The Great China,19.28337350568576,72.86285295544235,Chinese Restaurant
946,Hotel Western,19.2767307557893,72.88913722471467,Indian Restaurant
947,Spice Court,19.290927821331124,72.86292218601561,Indian Restaurant
948,Nexus Franky Corner,19.27323485144271,72.86664260790208,Snack Place
949,Tendulkar's Corner,19.25819472122717,72.85356196519831,BBQ Joint
950,Punjabi Dhaba,19.269975866719008,72.878717777125,Indian Restaurant
951,Veg Saagar Resturant,19.29508130451408,72.85110654855758,Indian Restaurant
952,Shree Nidhi Pure Veg Restaurant,19.294685548768957,72.84841794913815,Vegetarian / Vegan Restaurant
953,Breada's,19.295852977400838,72.84844679692934,Mexican Restaurant
954,Hotel Ruchi Veg,19.301908915753632,72.84840188920498,Restaurant
955,Anmol Bakery,19.308156395014148,72.85491228103638,Bakery
956,Lime And Spice,19.259869545889448,72.85144117902068,Restaurant
957,Omkar,19.242210458963083,72.86545889595182,Diner
958,Hotel Fountain,19.280634117656106,72.90447425534643,Indian Restaurant
959,Kansar Kathyawadi Restaurant,19.283923152217305,72.90474536149007,Indian Restaurant
960,Haveli inn,19.293056281207257,72.9038801280453,Indian Restaurant
961,Banjara Bar & Restaurant,19.253097799101614,72.84900063929754,Indian Restaurant
962,Pizza Parlour,19.313684759466263,72.85468697547913,Pizza Place
963,Anna's Dosa Corner,19.31357371556735,72.85413551438943,Food Truck
964,Hotel Walton,19.297418,72.905676,Indian Restaurant
965,kathiyawad ne kangre,19.306954656928056,72.90048838285611,Diner
966,new kathiyawadi,19.30451116013351,72.90251305284266,Diner
967,NH - 8,19.280092850651176,72.90954446631451,Restaurant
968,kinny's corner chaat,19.247126822802006,72.84974993683876,Fast Food Restaurant
969,Take a Bite,19.252364141653487,72.8510373146111,Middle Eastern Restaurant
970,Night Evil Family Restaurant,19.252581742327823,72.84991226021432,Chinese Restaurant
971,Blue Bliss Cafe,19.252258,72.849428,Fast Food Restaurant
972,B 103,19.25013,72.84829,English Restaurant
973,Lotus Dhaba,19.314740627132135,72.8990347631052,Indian Restaurant
974,Uncle's Corner,19.246705962732552,72.85076614813063,Indian Restaurant
975,Suvi Palace,19.318823728707734,72.89898284795137,Indian Restaurant
976,Chena Garden,19.274604938742232,72.91646031486417,Chinese Restaurant
977,Smokin' Joe's,19.24559690649043,72.8482425544619,Pizza Place
986,Domino's Pizza,19.295,72.849,Pizza Place
1028,Shagun Pure Veg. Restaurant,19.25177807945266,72.85385212016382,Indian Restaurant
1029,Subway Dahisar Link Road,19.251820074287206,72.85712405695551,Fast Food Restaurant
1031,King Of Beijing,19.24891692579864,72.85332202442129,Chinese Restaurant
1034,Monginis Cake Shop,19.25703374,72.81770923,Bakery
1035,Dariya Kinara,19.26331257018824,72.78466177372718,Indian Restaurant
1036,Hotel Sea Link,19.281918481324663,72.784690629033,Indian Restaurant
1037,Sanvers Dhaba,19.273073499200205,72.795424568367,Restaurant
1038,Maxwell Hotel,19.268111826882162,72.79476092439951,Restaurant
1039,Pixcy Sea Resort,19.25981999675113,72.78182600206215,Indian Restaurant
1041,Ming Yang,19.04358247268375,72.81919874442222,Chinese Restaurant
1042,Salt Water Cafe,19.050517590688695,72.82694172487432,Deli / Bodega
1043,Hearsch Bakery,19.055119886795794,72.82700605766848,Bakery
1044,IMBISS Meating Joint,19.053815652610098,72.82985059681968,German Restaurant
1045,Candies,19.049709232795905,72.82978471959152,Restaurant
1046,Candies,19.061176223187175,72.82663421803241,Bakery
1047,Indigo Deli,19.06171028998035,72.82997150211034,Deli / Bodega
1048,A-1 Bakery,19.054723825158238,72.82633684687082,Bakery
1049,Mac Craig,19.061541991030687,72.82889362096834,Bakery
1050,Punjab Sweet House And Restaurant,19.06255314675695,72.82942295777715,Indian Restaurant
1051,Bombay Salad Co.,19.064715341256164,72.83091998224552,Salad Place
1052,Blue Tokai Coffee Roasters,19.060479705182388,72.82432025888302,Café
1053,Ray’s Café and Pizzeria,19.05499246355498,72.82835358154533,Pizza Place
1054,Pali Bhavan,19.06208863111207,72.8294592044777,Indian Restaurant
1055,Smoke House Deli,19.06548155786204,72.82986113508434,Deli / Bodega
1056,Jai Hind Lunch Home,19.063020178888646,72.82939367421633,Seafood Restaurant
1057,Pali Village Café,19.062056,72.829506,Café
1058,Wok Express,19.062319585064923,72.82955517194748,Chinese Restaurant
1059,Ashok Wada Pao,19.02045513035771,72.83139138600464,Indian Restaurant
1060,Suzette,19.06152590248658,72.82908067105699,French Restaurant
1061,Bastian,19.0635656703907,72.83480660265644,Seafood Restaurant
1062,Terttulia,19.0256377551095,72.83541620186854,Italian Restaurant
1063,Candies,19.070288312673544,72.82624472801321,Fast Food Restaurant
1064,La Folie,19.055033318788375,72.8292600602837,Bakery
1065,Karachi sweets n chaat,19.05512351190259,72.83149909194438,Snack Place
1066,Golconda Bowl,19.055976521810276,72.83418851936942,Indian Restaurant
1067,Oven Fresh,19.023962405111245,72.83791159865079,Bakery
1068,XVII Tea Room,19.05952567663164,72.82924728335747,Café
1069,Soul Fry,19.06273857286659,72.82809408684619,Seafood Restaurant
1070,One Street Over,19.064871012600435,72.8348828291903,Modern European Restaurant
1071,Birdsong Café,19.054283169868402,72.82751633003814,Café
1072,Pronto,19.05476489296356,72.82578868851397,Pizza Place
1073,Gondola's,19.06272486255789,72.82817685484878,Restaurant
1074,Slink & Bardot,19.01717044484786,72.81753199893562,French Restaurant
1075,Khane Khas,19.065485032903197,72.83103442139502,Indian Restaurant
1076,The Bagel Shop,19.063140391211206,72.82490212775264,Bagel Shop
1077,Carter's Blue,19.07078342149227,72.8230446191692,Fried Chicken Joint
1078,Fresh Catch,19.033178170789704,72.84209181798781,Indian Restaurant
1079,Fatty Bao,19.065482765017773,72.83227238307614,Asian Restaurant
1080,Kitchen Garden by Suzette,19.06154546724086,72.82926199440713,Salad Place
1081,Prakash- Shakahari Uphaar Kendra,19.02325383032543,72.8388492000297,Breakfast Spot
1082,Yoga house,19.065608961136682,72.82478697573748,Café
1083,Aaswad,19.020453,72.837185,Indian Restaurant
1084,Global Fusion,19.065174038697997,72.83395584403156,Sushi Restaurant
1085,Goa Portuguesa,19.03195501127334,72.84016054696124,Goan Restaurant
1086,kirti vada pav,19.020524747822844,72.83122951512019,Snack Place
1087,Café Madras,19.027721224984763,72.85519562611115,Café
1088,Ram Ashraya,19.02809204657728,72.85172889717309,Vegetarian / Vegan Restaurant
1089,Muthuswamy's Arya Bhavan,19.02708378949544,72.8509120771071,Indian Restaurant
1090,Persian Darbar,19.060322757115504,72.83648146121492,Indian Restaurant
1091,Tibbs,19.025639237064432,72.83967452959295,Fast Food Restaurant
1092,Jai Jawan,19.068091901360628,72.83246752337827,Seafood Restaurant
1093,Pal's Fish Corner,19.065159775296554,72.83095526358719,Indian Restaurant
1094,Ambretto,19.028360967572024,72.84329075234466,Deli / Bodega
1095,Domino's Pizza,19.017,72.83,Pizza Place
1096,Coalz,19.05646827674503,72.83915374587166,Café
1097,Le 15 Patisserie,19.06606030688975,72.82989311459603,Bakery
1098,Hangla's,19.06218890559268,72.83491103749631,Food Truck
1099,Jai Hind Lunch Home,19.002182526961953,72.82951152511662,Seafood Restaurant
1100,Guru Kripa,19.042954612559253,72.86179617563526,Indian Restaurant
1101,The Coffee Bean & Tea Leaf,19.061849,72.836241,Café
1102,Out of the Blue,19.07175568646313,72.825535360731,Italian Restaurant
1103,Ayyappa,19.02889602124886,72.85340826237919,Indian Restaurant
1104,Jai Jawan Punjabi Fish Centre,19.064249280720418,72.83477082939208,Fish & Chips Shop
1105,Yummies,19.069039625240322,72.82443740472733,Fast Food Restaurant
1106,Status Restaurants & Bar,19.03214225116908,72.83911273765527,Chinese Restaurant
1107,Chatai Pav Bhaji Centre,19.02749453301234,72.85504639148712,Fast Food Restaurant
1108,Koinonia Coffee Roasters,19.073263816388312,72.82617788108536,Café
1109,Chaitanya,19.018373405620153,72.83277040306221,Seafood Restaurant
1110,Bombay Canteen,19.00341017043938,72.82781561443936,Indian Restaurant
1111,Sequel Bistro & Juice Bar,19.065520483108358,72.83065904619856,Bistro
1112,Rama Nayak’s Udipi Sri Krishna Boarding,19.02721419876251,72.85075235997445,South Indian Restaurant
1113,China Spice,19.01774056917322,72.8313954249825,Chinese Restaurant
1114,Sharda Bhavan,19.026783363690182,72.85084053972544,Indian Restaurant
1115,"And Chillies, Pan Asian Cuisine",19.006001212477063,72.8244652350638,Thai Restaurant
1116,Mani's Lunch Home,19.022698946049484,72.84950247577436,Indian Restaurant
1117,Pronto,19.002964587580866,72.82891240067758,Italian Restaurant
1118,Idli House,19.02773764778754,72.85630106821415,Indian Restaurant
1119,Café Mysore,19.027372545230648,72.85550399379161,South Indian Restaurant
1120,Koko's Kitchen,19.002569280154802,72.82767186449271,Asian Restaurant
1123,Health Juice Center,19.02734023640312,72.85498008964143,Snack Place
1124,Mini Punjab,19.034312669082535,72.86282795549145,Indian Restaurant
1126,Todi Mill Social,18.999137740589088,72.82987425936014,Café
1127,Boteco,19.055466,72.852208,Brazilian Restaurant
1128,Cafe Free India,19.005673574673423,72.83097901950052,Burger Joint
1129,D:OH,19.00599691622973,72.8269962654072,Café
1130,Anand Bhavan,19.02746210463757,72.8558593212689,Indian Restaurant
1131,Guru Kripa (A1 Samosa),19.04298826438853,72.86178476068031,Snack Place
1132,Zaffran,19.00096040092635,72.82967025543715,Indian Restaurant
1133,Himalaya Restaurant,19.031953041504575,72.86020227497514,Indian Restaurant
1134,Udipi - A. Rama Nayak & Sons,19.027419023951534,72.85547858264295,Indian Restaurant
1135,Peninsula Next,19.041875480784487,72.86468871275761,Indian Restaurant
1136,Classic Restaurant,19.02623588083001,72.8568337823057,Multicuisine Indian Restaurant
1137,North Indian Association Punjab Club,19.033789954936264,72.85599326139575,Indian Restaurant
1138,Tewari Sweets & Fast Foods,19.035653009309065,72.85835292572354,Indian Restaurant
1139,R. Koolar & Co.,19.026091653515124,72.85501514234818,Middle Eastern Restaurant
1140,Seven Sevens,19.040133687960996,72.86021640971826,Vegetarian / Vegan Restaurant
1224,Pavilion,19.060551746130976,72.8661817697652,Indian Restaurant
1226,"Nara Thai Restaurant, India",19.061222791999555,72.86264609267525,Thai Restaurant
1227,Paul's Chinese,19.03220566191626,72.83934577614899,Chinese Restaurant
1229,Wok Express BKC,19.065420692118085,72.86178772463816,Noodle House
1230,O Pedro,19.05917340770796,72.86480111080397,Goan Restaurant
1237,Icy Spicy,19.035132483599888,72.84522159266805,Chinese Restaurant
1240,Tamnak Thai,19.02521193826648,72.83572119500359,Thai Restaurant
1336,Soma,19.077079419147715,72.85155775654262,Indian Restaurant
1340,Vienna Bakery,19.079253933592252,72.85207005226393,Bakery
1341,Club Aquaria,19.240252878774594,72.84801565570034,Restaurant
1344,Mangesh Vada Pav,19.227294668433654,72.85555478822964,Food Truck
1345,Rajendra Fast Food II,19.230868328586766,72.8524969928035,Fast Food Restaurant
1348,Dakshin,19.229799515390372,72.84278318867081,Restaurant
1349,Raju's Dosa,19.236807912286306,72.86130680081683,Food Truck
1350,Nirvana,19.224061985426037,72.84777752729212,Indian Restaurant
1353,Café Gossip,19.23940744290426,72.84265030541651,Café
1354,Kabab Chini,19.23255891484675,72.82746966759335,Restaurant
1355,Green channel,19.232521476794183,72.82803249235113,Fast Food Restaurant
1358,Subway,19.232491681622413,72.85392686333505,Sandwich Place
1359,Crossroads 92,19.238320444938953,72.84835825674435,Italian Restaurant
1361,Kuku's chinese,19.22862992122847,72.85475074384712,Chinese Restaurant
1362,Raju's Kitchen,19.23150624564965,72.86030294884901,Chinese Restaurant
1363,Rajubhai Dhoklawala,19.206948221745883,72.84218821670724,Food
1364,Circuit Sandwich,19.220683404777745,72.8515395807895,Sandwich Place
1365,Deepak Only Veg,19.228596381359882,72.84825222860009,Vegetarian / Vegan Restaurant
1366,Gossip the cafe bar,19.238710053497652,72.84254446755105,Café
1367,Mahavir Nagar,19.21322085952808,72.84138475549993,Café
1368,Mad Over Donuts (MOD),19.21380623155089,72.84060007157454,Donut Shop
1369,P.A.N.G.A.T,19.23097745167038,72.83699480962078,Restaurant
1370,Choi Kim Cusine,19.245113378137372,72.84637225572477,Chinese Restaurant
1371,Nandu Dosa Dinner,19.226147586601265,72.85113323245857,Indian Restaurant
1372,Night Evil Chinese Food,19.228648898789185,72.85100846712757,Chinese Restaurant
1374,Mainland China,19.203141123552722,72.86008426572094,Chinese Restaurant
1375,Cafe Coffee Day,19.22050494072528,72.84997117926086,Café
1378,Matsyagandha Restaurant,19.209657464072524,72.86428928375244,Seafood Restaurant
1379,McDonald's,19.220844796427052,72.85241127506288,Fast Food Restaurant
1380,Spring Fields,19.227724938413512,72.84839018311803,Asian Restaurant
1381,Pizza Hut,19.208619587438534,72.87260273282945,Pizza Place
1382,Zaffran,19.20318259577957,72.8598149907927,Indian Restaurant
1384,Gupta Bhelpuri and Juice Corner,19.240637978995444,72.84592861224961,Snack Place
1385,Domino's Pizza,19.216,72.834,Pizza Place
1386,KFC,19.203167746629013,72.85998121535812,Fast Food Restaurant
1388,Avenue Restaurant,19.20725976589983,72.86607335804696,Indian Restaurant
1389,Satnam Fast Food,19.213050554600866,72.83890376091554,Fast Food Restaurant
1390,Borivali Biryani Center,19.219646354008777,72.84136397269609,Indian Restaurant
1393,Granville Greens,19.22064620455795,72.85067485420082,Indian Restaurant
1394,WAREHOUSE KITCHEN,19.240148564482556,72.84284276035355,Restaurant
1395,Tea पी,19.220438842841205,72.84768521409406,Café
1397,Link View Restaurant,19.229178304516985,72.84122897286306,Restaurant
1398,JumboKing,19.230752735735624,72.85645069025304,Burger Joint
1399,Cafē Coffee Day,19.23268639694364,72.82671921065403,Café
1400,Domino's Pizza,19.241464521418088,72.85428043439171,Pizza Place
1402,Su Veg,19.226913102402655,72.85538170649852,Restaurant
1404,Cafe Coffee Day,19.234972043424573,72.84597452878614,Café
1405,Cafe Coffee Day,19.203165105625274,72.86002025418507,Café
1406,Girgaon Katta,19.230946042703504,72.8520568108412,Indian Restaurant
1407,McDonald's,19.20888929764817,72.87288998443614,Fast Food Restaurant
1408,Dharma sandwich,19.233883041427426,72.86396641142821,Sandwich Place
1409,Godwa,19.228332274571244,72.84776021857016,Snack Place
1410,Nirvana Restaurant (Veg),19.211866043612932,72.87321135972218,Indian Restaurant
1412,Ambience the rest. And bar,19.206412952878942,72.8652617831306,Restaurant
1414,Banana Leaf,19.212010699382315,72.8713914357109,Indian Restaurant
1415,Food Court,19.20320338590099,72.85980888853966,Food Court
1416,Aura Hotel,19.235008553613778,72.84087182635103,Fast Food Restaurant
1417,McDonald's,19.212122123963432,72.86294942951054,Fast Food Restaurant
1418,5 Spice,19.23011342561552,72.8476290366176,Chinese Restaurant
1419,Domino's Pizza,19.251862789848197,72.86164398128439,Pizza Place
1420,Pizza Hut,19.20313262939453,72.85986328125,Pizza Place
1421,McDonald's,19.208575172590233,72.86750866739156,Fast Food Restaurant
1423,Suswagatam,19.221065400255924,72.8627734684579,Indian Restaurant
1424,McDonald's,19.218588596483688,72.83843640794328,Fast Food Restaurant
1425,Cafe Coffee Day,19.21550110901475,72.82406342417097,Café
1427,Red Indian Sizzlers,19.212143548392454,72.85191837092982,Mexican Restaurant
1428,MAA ANJANI PAV BHAJI CENTER,19.219629055502406,72.840795814991,Fast Food Restaurant
1429,Jain Sweet and Bhelpuri House,19.20395402290618,72.85093940798484,Snack Place
1430,Neo Politan Pizza,19.225862,72.854899,Pizza Place
1431,Gora Gandhi Juice Corner and Veg World - Pure Veg,19.230754581943835,72.85650024498479,Snack Place
1434,Cafe Coffee Day,19.215156712325914,72.86716252088624,Café
1436,Ebony,19.212330123690677,72.87195704137005,Restaurant
1438,Cafe Coffee Day,19.227449209930903,72.85547813775467,Café
1439,Martin's,19.2130595693504,72.8365727569264,Chinese Restaurant
1440,Shri Sagar,19.228705741435736,72.85104048782719,Diner
1442,Domino's Pizza,19.232,72.805,Pizza Place
1448,Bay View Garden Banquite,19.23338042454945,72.8247189747575,Restaurant
1449,Neelam Pride,19.23277990073683,72.82572752549672,Restaurant
1544,Green Rocks Cafe,19.21446307788662,72.87117621651394,Café
1545,Springfields,19.220578449915124,72.86385135727784,Indian Restaurant
1548,Veg. Treat 1,19.22376755692501,72.84775540416712,Indian Restaurant
1549,Sankalp,19.21404091505608,72.84001155697054,Indian Restaurant
1551,MadOverDonuts,19.17390200286714,72.8601847855188,Donut Shop
1556,Seasonal Tastes,19.172610808470896,72.86048871587312,Breakfast Spot
1581,Udipi Vihar,19.16649838327973,72.85419928166584,Vegetarian / Vegan Restaurant
1582,China Ming,19.15461378490289,72.85649660663528,Chinese Restaurant
1590,Theobroma,19.173968708895238,72.86007403705766,Bakery
1593,Kangan,19.17270290848535,72.86053915939284,Indian Restaurant
1596,Maharaja Bhog,19.173974381078395,72.86038137347764,Vegetarian / Vegan Restaurant
1597,Krispy Kreme,19.174017434045346,72.86045269915425,Donut Shop
1599,Persia Darbar,19.136951649526445,72.84682153522544,Indian Restaurant
1605,McDonald's,19.164788542726573,72.85741829371118,Fast Food Restaurant
1610,Subway,19.174024071568,72.86013873048348,Sandwich Place
1611,Mainland China Asia kitchen,19.17390935262629,72.8604429376912,Asian Restaurant
1612,Taco Bell,19.173897345909513,72.86018431736252,Fast Food Restaurant
1614,Olive Bistro,19.173985019142982,72.86045984659646,Bistro
1615,Burger King,19.173832385210652,72.86025709050789,Fast Food Restaurant
1622,Sarvodaya Veg. Restaurant,19.12375959553322,72.85089307715918,Indian Restaurant
1624,McDonald's,19.154510917747306,72.85646222090531,Fast Food Restaurant
1625,Peshawari Grill,19.154210008726174,72.85666827774683,Indian Restaurant
1628,Emperor's Court,19.134304052224667,72.90132750199295,Chinese Restaurant
1630,Aarey Garden Restaurant,19.15551434258381,72.87823613224917,Indian Restaurant
1634,Prego,19.17264951590775,72.86033944580221,Italian Restaurant
1636,Golden Chariot,19.15486413735789,72.85649519681027,Indian Restaurant
1637,McDonald's,19.119691210789103,72.84610244862697,Fast Food Restaurant
1638,Cafe Coffee Day,19.172701345646402,72.87421873817938,Café
1641,Cafe Alif,19.143858688045118,72.84271755842165,Café
1643,Ratna Restaurant,19.163602268892504,72.84592548705164,Restaurant
1644,McDonald's,19.17400107458081,72.86030578288654,Fast Food Restaurant
1645,Janta Bakery,19.115209769867878,72.90681614084697,Bakery
1646,Suzette,19.11722163802354,72.90974970282404,Creperie
1647,Brown Sugar Cafe,19.155843679826205,72.88596332711,Café
1648,Kareem's,19.119095176456874,72.91144180958767,Indian Restaurant
1649,Mohini Fast Food,19.115772503257283,72.90825285278223,Fast Food Restaurant
1650,Made in Punjab,19.17310154028343,72.83569165899783,Indian Restaurant
1652,Joeys Pizza,19.179429315681627,72.83746679187674,Pizza Place
1653,Indigo Deli,19.17307464160996,72.83571773733065,Deli / Bodega
1654,Gupta's Bhel and Pani Puri House,19.184526837442483,72.84594600021401,Snack Place
1655,Zaffran,19.18473196015639,72.8340137857385,Indian Restaurant
1659,Mainland China,19.184742888078524,72.83404789814735,Chinese Restaurant
1661,Jimis Burger,19.191952,72.83374,Burger Joint
1662,Stacks And Racks,19.181194481615407,72.83618911290384,BBQ Joint
1665,Cafe Chokolade,19.17948455307245,72.83703537395846,Café
1667,5 Spice,19.176805138392304,72.83799919632237,Chinese Restaurant
1670,Buckets And Tuckets Infiniti Malad,19.184771471378408,72.834111667551,Burrito Place
1671,Maharaja Bhog,19.1730734217199,72.835716378086,Indian Restaurant
1680,Moktu Momo,19.184735022277756,72.83408594343109,Dim Sum Restaurant
1681,Sun Moon & Potatoes,19.18900247915675,72.83480297244033,Italian Restaurant
1683,Mad Over Donuts,19.18474868986195,72.83412572534813,Donut Shop
1684,Goan Cart,19.196091370539428,72.83877105584176,Food Truck
1690,Brunch N' Munch,19.193975560107607,72.83619293122258,Breakfast Spot
1691,Burger King,19.185412359003315,72.83279476497417,Fast Food Restaurant
1692,Garden Court,19.193474709237773,72.8404098302089,Indian Restaurant
1694,Food Court,19.17321247608711,72.83573365242557,Food Court
1695,The Laughing Cavalier,19.1892010952294,72.83755927971299,American Restaurant
1698,Shrinathji's,19.180699757512414,72.83634265560366,Vegetarian / Vegan Restaurant
1699,Sigree Global Grill,19.186365751465278,72.83471936623341,BBQ Joint
1702,café 015,19.195020407470167,72.83406488378958,Italian Restaurant
1703,Flags,19.189551321885673,72.84209181798211,Vegetarian / Vegan Restaurant
1716,5D The Food Domain,19.178762889859964,72.83471730399049,Fast Food Restaurant
